cp,year,pc,2wmv,car,bus,lgv,hgv_total,min_month,min_dayofmonth,hour,min_idir,max_idir
28123,2004,456,349,1274,265,313,78,5,19,8,N,S
28123,2005,426,310,1239,253,360,74,4,21,8,N,S
28123,2006,217,191,994,216,247,46,10,20,8,N,S
28123,2007,375,570,1099,252,355,62,10,18,8,N,S
28123,2008,757,311,863,247,367,57,5,8,8,N,S
28123,2013,1150,233,704,278,412,72,4,23,8,N,S
28210,2000,22,7,187,0,53,10,10,30,8,N,S
28210,2004,49,26,151,0,73,20,6,21,8,N,S
28210,2012,80,27,102,1,59,18,4,19,8,N,S
28211,2005,5,28,295,7,105,34,9,28,8,S,S
28211,2008,7,29,175,3,72,19,5,13,8,S,S
28211,2012,2,8,144,1,37,22,5,16,8,S,S
28212,2001,125,294,1340,69,468,202,5,25,8,N,N
28212,2004,37,207,1317,18,394,149,4,30,8,N,S
28212,2007,229,208,1046,6,403,111,5,21,8,N,S
28212,2013,444,292,1420,31,341,146,6,13,8,E,W
28214,2002,32,63,563,8,142,39,7,3,8,N,S
28214,2005,104,46,260,7,70,46,10,4,8,N,S
28214,2008,104,33,290,4,88,50,4,30,8,N,S
28216,2000,61,78,800,50,116,62,9,25,8,N,N
28216,2007,86,85,546,41,171,29,10,12,8,E,E
28216,2016,88,40,403,36,141,16,4,15,8,E,E
28309,2002,9,12,208,68,38,20,5,8,8,S,S
28309,2011,9,6,163,69,44,14,9,12,8,S,S
28313,2003,2,46,523,5,102,66,5,2,8,W,W
28313,2004,15,69,669,8,205,67,4,23,8,W,W
28313,2007,17,83,324,14,148,62,9,12,8,W,W
28313,2016,15,92,430,7,233,35,9,29,8,E,W
28379,2002,70,89,584,22,179,33,6,20,8,W,W
28379,2011,189,117,462,17,182,62,6,7,8,W,W
28381,2001,2,17,164,20,33,9,6,27,8,N,N
28381,2002,14,16,193,22,39,12,4,17,8,N,N
28381,2013,12,12,112,39,19,23,3,15,8,N,N
28382,2001,81,292,975,82,204,109,9,21,8,N,N
28382,2008,167,231,653,79,218,121,9,5,8,N,N
28384,2001,74,65,1254,19,149,46,5,18,8,N,S
28384,2003,73,69,1091,20,149,46,9,30,8,N,S
28384,2005,18,33,887,19,152,46,10,21,8,E,W
28384,2007,38,45,974,18,168,47,9,21,8,N,S
28384,2010,15,21,1216,24,180,32,4,28,8,N,S
28384,2015,78,49,981,22,212,53,4,20,8,N,S
28385,2002,5,24,876,3,212,44,7,3,8,E,W
28385,2009,17,20,1853,11,245,68,6,23,8,N,S
28385,2011,7,16,1510,12,179,43,6,10,8,E,W
28385,2013,16,29,1856,10,349,84,3,20,8,E,W
28386,2005,30,20,157,20,17,9,5,27,8,E,W
28386,2013,144,30,586,48,133,39,4,25,8,E,W
28387,2003,110,146,346,16,112,47,9,30,8,W,W
28387,2011,60,75,176,3,98,46,10,6,8,W,W
28406,2001,9,18,939,49,150,66,6,18,8,N,N
28406,2008,23,20,952,63,137,47,9,17,8,N,N
28407,2000,17,74,3042,40,328,51,3,21,8,N,S
28407,2004,22,57,2167,46,324,64,4,1,8,N,S
28407,2009,7,5,1832,80,237,74,5,20,8,N,S
28407,2012,10,43,1978,43,323,63,7,3,8,N,S
28411,2001,25,69,1069,9,196,58,5,10,8,S,S
28411,2009,21,54,789,4,165,62,10,15,8,S,S
28411,2013,14,36,680,39,176,43,5,17,8,S,S
28474,2000,5,13,813,36,105,26,6,28,8,N,S
28474,2005,11,12,991,52,115,16,6,29,8,N,S
28474,2010,16,11,1091,27,124,33,3,24,8,N,S
28477,2000,47,132,895,134,307,130,6,20,8,S,S
28477,2004,14,119,716,174,307,89,7,9,8,S,S
28477,2009,53,103,541,115,268,95,9,22,8,S,S
28477,2013,77,53,341,114,203,97,10,3,8,E,E
28496,2001,28,44,1119,59,268,117,4,26,8,E,W
28496,2007,38,39,784,60,172,75,3,20,8,N,S
28496,2016,32,37,607,69,177,90,10,21,8,E,W
28497,2003,8,20,1455,40,194,49,6,30,8,N,S
28497,2009,17,31,1226,53,172,61,6,29,8,E,W
28497,2015,25,34,774,33,195,50,7,7,8,N,S
28498,2001,15,22,588,29,73,46,3,19,8,N,N
28498,2007,28,25,515,36,98,33,7,12,8,N,N
28498,2016,34,17,373,33,160,28,5,25,8,E,W
28499,2002,6,39,1319,8,118,57,5,21,8,E,W
28499,2009,4,24,1601,10,210,55,6,26,8,E,W
28499,2013,5,11,1234,5,161,70,7,1,8,E,W
28502,2001,35,155,2228,80,490,190,6,7,8,N,S
28504,2001,100,145,572,61,121,102,6,12,8,E,W
28504,2004,86,102,550,77,124,51,6,15,8,E,W
28504,2009,198,128,618,97,153,63,7,8,8,E,W
28504,2013,253,128,514,102,217,79,9,17,8,E,W
28505,2000,32,316,3680,88,429,147,6,13,8,E,W
28505,2003,32,338,4321,85,414,153,6,20,8,E,W
28505,2008,27,376,2773,72,567,196,10,3,8,E,W
28505,2009,41,412,3024,100,476,183,5,22,8,E,W
28505,2010,65,461,2534,90,423,173,7,5,8,E,W
28505,2011,73,383,3079,95,495,257,7,13,8,E,W
28505,2012,82,302,2758,64,548,133,10,4,8,E,W
28505,2013,19,230,3405,62,903,205,3,19,8,E,W
28505,2014,37,241,2957,52,499,183,5,21,8,E,W
28505,2015,49,318,2793,89,696,178,9,14,8,E,W
28509,2002,79,106,915,43,253,93,6,28,8,N,S
28509,2005,65,75,1126,41,375,58,9,30,8,N,S
28509,2009,303,147,1135,69,344,135,7,2,8,N,S
28509,2013,300,155,951,60,338,119,6,13,8,E,W
28510,2000,13,23,407,28,42,51,10,4,8,S,S
28510,2003,27,33,255,31,99,47,6,19,8,E,E
28510,2011,567,17,173,33,76,39,11,1,8,E,W
28513,2001,34,58,1263,121,301,79,5,17,8,W,W
28513,2004,43,80,870,89,339,85,10,19,8,W,W
28513,2009,67,72,660,81,275,123,7,10,8,W,W
28513,2013,63,49,728,111,291,158,5,24,8,W,W
28515,2001,5,45,1331,16,297,62,10,19,8,E,W
28515,2005,8,64,2216,19,289,47,4,26,8,E,W
28515,2006,8,53,1504,21,269,32,6,8,8,E,W
28515,2010,11,41,1563,22,279,38,5,18,8,E,W
28516,2003,30,70,671,21,145,85,10,10,8,N,S
28516,2011,148,110,961,27,245,65,9,23,8,N,S
28517,2000,29,34,1038,94,248,109,6,22,8,E,E
28517,2006,12,14,951,78,207,83,3,21,8,E,E
28517,2010,70,49,746,92,171,121,9,28,8,E,E
28517,2015,78,35,769,97,167,113,5,8,8,E,E
28521,2000,98,134,1494,34,302,140,5,23,8,N,S
28521,2001,150,214,1528,30,377,168,10,3,8,N,S
28521,2003,263,245,1475,45,370,135,7,1,8,N,S
28521,2007,474,209,1760,51,520,183,6,4,8,N,S
28523,2002,18,17,1374,29,152,17,9,20,8,N,S
28523,2005,18,13,938,35,75,48,4,15,8,N,S
28523,2008,19,17,1028,29,114,39,5,6,8,E,W
28532,2000,52,77,1095,37,177,53,6,20,8,N,S
28532,2002,79,108,951,51,244,35,9,16,8,N,S
28532,2004,91,91,890,52,190,49,5,20,8,N,S
28532,2006,86,70,875,51,190,56,6,13,8,N,S
28532,2008,149,104,868,51,213,83,5,14,8,N,S
28532,2012,103,73,908,65,204,80,4,19,8,N,S
28534,2000,33,38,972,26,139,53,5,25,8,N,S
28534,2001,33,43,936,36,185,36,9,20,8,N,S
28534,2003,55,35,788,26,167,37,5,13,8,N,S
28534,2004,46,24,725,28,129,53,9,17,8,N,S
28534,2005,51,21,857,30,156,42,7,6,8,N,S
28534,2006,71,51,842,30,193,38,9,11,8,N,S
28534,2007,32,38,837,24,156,90,4,24,8,N,S
28534,2008,35,25,939,22,156,25,4,4,8,N,S
28544,2002,159,214,1418,95,300,102,4,15,8,N,S
28544,2010,368,253,1221,125,358,122,3,26,8,N,S
28544,2011,521,499,627,77,237,58,5,19,8,N,S
28544,2016,717,225,974,107,350,75,4,26,8,N,S
28554,2003,15,30,736,29,100,34,3,27,8,N,S
28554,2011,18,13,674,34,98,48,10,21,8,N,S
28672,2000,2,62,3896,7,802,428,5,15,8,N,S
28672,2001,0,86,4252,26,829,497,9,19,8,N,S
28672,2003,0,82,4757,16,763,438,6,26,8,N,S
28672,2004,0,88,5634,13,1003,527,5,27,8,N,S
28672,2005,0,96,4900,29,872,477,6,20,8,N,S
28672,2006,0,83,5307,32,754,456,5,8,8,N,S
28672,2007,0,93,8745,29,1435,660,6,5,8,N,S
28672,2008,0,60,5597,117,1053,551,9,19,8,E,W
28672,2009,0,159,7656,30,1012,572,5,20,8,N,S
28672,2011,0,91,4015,21,710,388,5,5,8,N,S
28672,2012,0,114,4820,33,915,644,3,23,8,N,S
28672,2013,0,60,4651,33,993,364,7,5,8,N,S
28672,2015,0,116,5120,24,1011,661,10,8,8,N,S
28672,2016,0,96,6007,25,1295,517,6,14,8,N,S
28673,2000,12,54,2570,46,350,55,5,26,8,E,W
28673,2001,8,69,2481,37,323,66,9,20,8,E,W
28673,2002,15,58,3087,37,372,64,6,20,8,N,S
28673,2003,7,34,2023,23,404,71,4,8,8,E,W
28673,2004,4,21,1939,33,280,67,10,6,8,E,W
28673,2005,3,36,2371,37,391,74,4,11,8,E,W
28673,2006,15,57,3029,52,401,64,9,5,8,E,W
28673,2007,12,52,2286,37,379,91,6,20,8,E,W
28673,2008,0,31,2578,17,285,45,9,5,8,E,W
28673,2010,3,52,4138,78,537,173,9,27,8,N,S
28673,2012,9,28,1647,43,214,72,7,2,8,E,W
28674,2002,127,366,1558,60,273,130,5,13,8,E,E
28674,2009,130,241,791,86,185,141,9,4,8,N,N
28674,2013,254,301,1255,81,428,130,5,10,8,E,E
28690,2000,4,24,1203,22,198,54,10,4,8,N,S
28690,2007,7,34,2542,48,343,60,5,14,8,N,S
28690,2008,5,23,1994,57,271,84,6,27,8,N,S
28690,2010,5,20,1878,39,242,93,3,26,8,N,S
28690,2011,7,19,1945,43,288,163,5,5,8,N,S
28690,2016,10,30,2273,52,294,46,9,26,8,N,S
28736,2003,5,72,2066,20,218,99,6,10,8,N,N
28736,2009,13,71,1392,19,209,93,9,24,8,W,W
28736,2013,17,47,1259,27,213,64,7,9,8,W,W
28745,2003,179,194,563,113,206,75,5,23,8,N,S
28745,2008,522,222,527,127,228,66,6,18,8,N,S
28745,2012,750,357,460,134,300,90,3,28,8,N,S
28758,2004,27,24,494,18,119,40,10,8,8,N,N
28758,2012,52,17,291,22,86,39,9,11,8,W,W
28766,2000,16,55,1929,151,187,51,9,28,8,N,S
28766,2001,18,65,2219,201,407,96,7,2,8,N,S
28766,2004,15,44,1810,217,238,86,10,25,8,N,S
28766,2008,15,39,1583,181,154,28,9,29,8,N,S
28766,2011,18,26,1600,218,208,71,6,27,8,N,S
28766,2016,27,41,1399,241,262,36,6,6,8,N,S
28767,2004,22,58,1144,30,102,44,9,14,8,E,E
28767,2007,5,45,1141,36,128,48,9,28,8,N,N
28767,2011,8,42,894,32,93,34,9,15,8,W,W
28768,2001,4,9,1107,35,107,31,4,27,8,N,S
28768,2004,11,17,1014,32,110,34,6,24,8,N,S
28768,2008,19,14,685,49,138,83,10,20,8,N,S
28768,2013,0,5,766,35,113,22,9,25,8,N,S
28773,2001,5,13,381,0,88,10,10,2,8,N,S
28773,2005,25,9,438,13,72,36,6,17,8,N,S
28773,2013,86,6,416,17,48,34,6,26,8,N,S
28795,2000,6,84,1795,34,422,212,6,29,8,N,S
28795,2004,5,52,1709,27,324,284,6,14,8,N,S
28795,2009,9,49,1526,25,389,238,9,21,8,E,W
28795,2013,20,56,1158,37,448,194,7,12,8,N,S
28796,2007,17,52,908,39,143,44,6,8,8,N,S
28796,2011,22,29,757,53,144,30,6,28,8,N,S
28861,2000,18,31,1084,20,184,51,6,5,8,N,S
28861,2003,20,27,1126,16,149,41,6,23,8,N,S
28861,2007,20,23,970,25,139,35,3,16,8,N,S
28861,2016,39,24,947,26,159,13,11,1,8,N,S
28874,2001,32,27,1755,45,230,70,6,5,8,E,W
28874,2003,22,14,1902,53,285,111,3,21,8,E,W
28874,2004,22,25,1969,36,264,117,5,18,8,E,W
28874,2005,32,10,1786,54,216,110,6,22,8,E,W
28874,2006,15,13,1553,53,160,58,10,2,8,E,W
28874,2007,20,12,2005,58,220,64,5,11,8,E,W
28874,2008,40,22,1484,57,187,78,10,14,8,E,W
28874,2013,84,66,1600,119,269,165,6,10,8,E,W
28876,2001,2,3,383,28,65,32,7,11,8,E,W
28876,2008,10,4,610,74,89,32,5,21,8,N,S
28876,2013,3,17,585,20,59,25,10,2,8,N,S
28878,2000,17,19,645,36,61,9,5,25,8,N,S
28878,2003,68,19,415,33,63,18,5,8,8,N,S
28878,2006,113,20,502,44,71,29,5,17,8,N,S
28878,2015,249,17,381,46,51,8,4,13,8,N,S
28884,2002,1,7,676,46,89,26,7,9,8,W,W
28884,2004,4,9,786,57,85,35,4,28,8,W,W
28884,2006,8,4,499,50,82,12,9,12,8,W,W
28884,2015,3,1,716,44,77,25,7,7,8,E,W
29009,2003,36,85,564,24,155,67,7,10,8,N,N
29009,2006,78,170,440,19,147,26,10,9,8,N,N
29009,2015,109,88,333,26,78,38,6,2,8,N,S
29030,2000,46,73,1539,111,292,106,3,22,8,N,S
29030,2002,63,85,1719,143,312,45,4,15,8,N,S
29030,2003,55,76,1462,119,261,69,6,12,8,N,S
29030,2004,55,58,1267,105,294,99,9,14,8,N,S
29030,2005,50,68,1262,135,231,92,4,15,8,N,S
29030,2006,40,50,1385,139,270,92,3,17,8,N,S
29030,2007,94,69,1328,124,274,49,9,12,8,N,S
29030,2008,82,64,1158,118,233,70,10,9,8,N,S
29030,2010,122,81,1310,138,260,85,5,12,8,N,S
29037,2000,33,472,2030,36,481,238,10,31,8,E,W
29037,2001,35,533,1901,33,429,279,7,2,8,E,W
29037,2003,42,522,1693,29,517,229,4,4,8,E,W
29037,2004,43,540,1797,31,537,253,9,27,8,E,W
29037,2005,79,466,1799,30,499,282,5,17,8,E,W
29037,2006,105,501,1757,47,947,334,9,27,8,E,W
29037,2007,87,538,1941,41,581,267,5,1,8,E,W
29037,2008,25,387,1937,34,607,399,10,17,8,E,W
29037,2009,141,445,1688,44,506,358,10,14,8,E,W
29037,2010,135,377,1650,35,430,360,3,23,8,N,S
29037,2011,68,414,1619,42,579,347,10,19,8,E,W
29037,2012,20,260,1555,42,648,414,3,30,8,E,W
29037,2013,66,375,1691,37,451,411,4,25,8,E,W
29037,2014,57,326,1343,51,645,374,6,4,8,E,W
36000,2000,0,57,1373,11,175,59,6,8,8,N,S
36000,2007,0,36,1594,2,269,78,10,29,8,N,S
36000,2016,0,60,1778,4,374,77,9,15,8,E,W
36013,2000,0,31,4458,120,276,34,7,13,8,N,S
36013,2001,0,15,4332,147,147,37,3,23,8,N,S
36013,2002,0,29,4241,91,135,52,5,24,8,N,S
36013,2006,0,36,4445,99,114,33,6,19,8,N,S
36013,2009,0,20,3388,80,195,58,6,2,8,E,W
36013,2011,0,33,4115,94,171,46,7,4,8,N,S
36013,2013,0,25,3728,76,136,75,9,24,8,N,S
36013,2015,0,14,3688,78,242,76,10,6,8,N,S
36076,2002,204,236,1239,167,277,60,9,30,8,N,S
36076,2009,396,181,512,169,223,95,6,5,8,N,S
36076,2013,707,196,881,296,295,90,6,18,8,N,S
36077,2002,100,171,1286,50,263,128,5,9,8,N,S
36077,2005,66,153,1219,68,210,127,9,30,8,N,S
36077,2009,233,193,1102,79,372,121,6,8,8,N,S
36077,2013,289,188,1026,77,272,83,6,19,8,E,W
36079,2001,2,92,3530,30,433,183,6,13,8,N,S
36079,2003,3,68,3506,8,551,186,6,18,8,N,S
36079,2006,5,120,3904,10,539,189,5,10,8,N,S
36079,2009,0,57,2820,50,489,211,6,9,8,E,W
36079,2010,2,55,4149,23,545,406,4,21,8,N,S
36079,2011,0,91,3338,35,748,249,6,29,8,N,S
36079,2012,0,93,3078,14,452,238,9,19,8,N,S
36079,2014,2,68,2641,16,495,252,5,16,8,N,S
36079,2015,2,63,2695,29,508,273,9,10,8,N,S
36109,2000,527,497,3192,99,584,155,6,29,8,N,S
36109,2008,1230,626,1645,144,519,111,6,9,8,N,S
36109,2009,1392,507,1528,145,460,121,6,18,8,N,S
36109,2010,1169,475,1441,151,429,121,7,9,8,E,W
36109,2011,1417,595,1439,123,574,150,4,6,8,N,S
36109,2013,1423,462,1449,128,626,113,6,20,8,N,S
36109,2015,2171,450,1030,160,506,160,10,14,8,N,S
36110,2001,69,132,703,29,154,53,5,4,8,E,W
36110,2009,132,121,633,21,187,74,9,16,8,E,W
36110,2013,173,95,460,19,261,39,3,19,8,E,W
36111,2001,90,147,1783,73,388,134,5,24,8,W,W
36111,2006,99,99,1209,75,292,84,10,18,8,W,W
36111,2009,66,50,1109,62,301,89,5,15,8,E,E
36111,2010,48,59,1162,71,217,81,9,10,8,E,E
36111,2011,62,64,1072,68,207,77,3,22,8,E,E
36112,2000,28,209,1842,22,232,78,5,26,8,E,W
36112,2002,20,227,1722,29,230,86,10,1,8,E,W
36112,2004,46,251,1121,23,226,64,10,5,8,N,S
36112,2007,13,38,1331,15,220,96,5,2,8,N,S
36112,2010,66,155,1095,27,268,105,10,5,8,E,W
36112,2012,80,192,996,30,224,69,5,28,8,E,W
36113,2000,3,264,8318,44,772,313,10,13,8,N,S
36113,2001,7,377,7960,64,944,265,6,28,8,N,S
36113,2002,20,281,6757,47,601,305,10,1,8,E,W
36113,2003,7,290,6657,37,849,319,5,9,8,E,W
36113,2004,8,260,7461,53,831,308,6,30,8,E,W
36113,2005,9,268,7464,50,900,369,5,18,8,E,W
36113,2006,9,264,7149,53,1067,232,5,2,8,E,W
36113,2007,1,203,5795,36,817,208,3,20,8,N,S
36113,2008,0,77,6674,40,1140,548,5,20,8,N,S
36113,2009,0,266,7727,34,758,255,6,25,8,N,S
36113,2010,2,176,7382,29,1399,454,5,26,8,N,S
36113,2011,4,289,6638,16,1014,327,9,7,8,E,W
36113,2012,14,296,7374,69,976,381,3,27,8,E,W
36113,2013,0,180,5894,38,1075,218,10,24,8,E,W
36113,2014,0,251,5951,31,980,257,5,1,8,E,W
36113,2015,9,238,6007,56,1670,212,6,1,8,E,W
36119,2000,20,291,5591,60,640,236,3,30,8,E,W
36119,2001,24,314,6044,57,650,192,4,26,8,E,W
36119,2003,28,364,4895,78,663,193,10,1,8,E,W
36119,2004,19,416,4994,63,677,213,3,17,8,E,W
36119,2005,27,287,4028,45,684,188,9,21,8,E,W
36119,2007,22,447,4662,80,613,188,5,10,8,E,W
36119,2008,20,429,4469,93,699,251,5,16,8,E,W
36119,2009,28,498,4727,96,744,246,5,13,8,E,W
36119,2010,53,435,3813,81,676,218,6,24,8,E,W
36119,2011,14,286,4663,182,904,331,7,1,8,E,W
36119,2012,36,278,4555,121,916,291,9,21,8,E,W
36119,2013,25,254,4061,91,637,255,9,13,8,E,W
36119,2014,29,331,4288,64,757,246,9,19,8,E,W
36119,2015,23,321,4112,88,936,258,6,2,8,E,W
36119,2016,33,320,3768,76,891,206,9,28,8,E,W
36120,2000,34,115,2489,34,246,182,6,30,8,E,W
36120,2002,34,129,2941,58,271,164,5,20,8,E,W
36120,2006,74,81,2567,27,223,121,9,8,8,E,W
36120,2009,25,72,3048,52,590,209,9,4,8,E,W
36120,2010,32,58,3240,21,173,101,9,16,8,E,W
36120,2014,74,99,2216,39,474,85,9,15,8,E,W
36120,2016,49,81,2103,42,459,82,4,15,8,E,W
36121,2000,7,19,1554,61,114,66,10,19,8,E,W
36121,2003,8,16,1376,79,111,47,6,2,8,E,W
36121,2007,14,18,1023,80,97,58,6,4,8,E,W
36121,2011,16,23,1254,92,101,63,4,6,8,E,W
36121,2016,34,21,1041,84,125,60,6,22,8,E,W
36148,2004,11,23,1683,74,168,35,5,10,8,N,S
36148,2009,17,20,1916,119,199,91,10,9,8,E,W
36148,2013,9,23,1785,75,116,37,3,19,8,N,S
36150,2002,50,129,1512,135,359,152,3,18,8,N,S
36150,2005,63,125,1494,202,530,113,3,17,8,N,S
36150,2009,150,161,1311,170,457,137,6,16,8,N,S
36150,2010,66,99,1155,166,335,130,10,6,8,N,S
36150,2012,62,90,1183,137,449,135,7,3,8,N,S
36150,2014,158,130,1382,163,414,113,7,9,8,N,S
36186,2003,26,85,1527,112,252,120,6,12,8,N,s
36186,2009,68,51,770,134,178,41,7,1,8,N,S
36186,2010,101,55,1432,160,276,109,6,24,8,N,S
36186,2013,147,98,1543,108,250,98,9,17,8,N,S
36201,2001,22,17,497,31,115,31,9,27,8,N,S
36213,2000,7,73,3328,43,524,161,6,29,8,E,W
36213,2001,9,215,3450,40,524,151,6,14,8,E,W
36213,2002,0,125,2800,23,680,142,5,14,8,E,W
36213,2003,2,101,2529,17,483,128,6,12,8,E,W
36213,2004,7,156,2790,43,454,171,5,12,8,E,W
36213,2005,4,122,3175,48,456,142,9,27,8,E,W
36213,2006,9,130,3392,58,517,212,5,12,8,E,W
36213,2007,16,132,3366,49,475,164,7,2,8,E,W
36213,2008,1,105,3386,41,673,102,7,9,8,E,W
36213,2009,8,112,2845,23,462,83,10,20,8,E,W
36213,2011,0,162,3367,49,445,139,10,21,8,E,W
36213,2012,21,159,3987,52,724,112,4,30,8,E,W
36213,2013,0,107,3652,33,707,83,10,3,8,E,W
36213,2014,8,91,3096,38,427,131,10,17,8,E,W
36213,2015,4,94,3514,49,508,181,10,2,8,E,W
36213,2016,8,89,3466,38,459,131,6,13,8,E,W
36218,2001,32,206,927,60,222,141,7,13,8,E,W
36218,2004,50,261,762,65,212,67,5,26,8,E,W
36218,2008,67,162,601,66,227,118,6,27,8,E,W
36245,2001,82,238,2077,108,413,123,6,20,8,E,W
36245,2009,116,179,1692,88,354,94,10,8,8,E,W
36245,2010,108,158,1426,101,367,127,10,22,8,E,W
36245,2014,118,109,1403,180,335,96,7,2,8,E,W
36255,2001,21,73,1859,65,303,68,3,30,8,N,S
36255,2008,47,56,1750,57,287,78,4,2,8,N,S
36255,2010,48,64,1650,67,286,90,4,27,8,N,S
36255,2012,36,58,1607,72,284,69,4,25,8,E,W
36255,2016,48,39,1421,46,259,39,6,7,8,E,W
36269,2002,168,249,1691,192,287,88,5,7,8,N,S
36269,2010,667,259,854,246,276,75,10,18,8,N,S
36269,2012,297,164,1301,285,388,97,5,1,8,N,S
36271,2001,15,77,1867,40,350,145,6,13,8,N,S
36271,2002,11,74,1741,30,301,171,5,27,8,N,S
36271,2004,7,67,1537,34,299,172,10,22,8,N,S
36271,2005,10,71,1588,32,289,179,6,23,8,N,S
36271,2007,8,56,1918,31,369,193,5,25,8,N,S
36271,2009,4,32,1546,47,305,187,7,3,8,N,S
36277,2000,135,292,2350,46,359,83,10,10,8,N,S
36277,2002,114,254,1573,37,339,97,4,11,8,N,S
36277,2004,207,271,1878,47,315,82,5,10,8,N,S
36277,2006,322,145,1758,43,300,76,3,27,8,N,S
36277,2008,555,477,1512,37,458,117,7,8,8,N,S
36277,2010,504,320,1494,44,372,114,6,14,8,N,S
36277,2014,552,229,1126,34,315,115,10,9,8,N,S
36278,2002,44,66,858,52,163,77,4,12,8,E,W
36278,2009,61,66,896,54,353,130,10,23,8,N,S
36309,2000,1,34,3298,43,340,216,4,13,8,E,W
36309,2001,16,55,3402,30,368,190,9,26,8,N,S
36309,2002,7,49,3195,36,255,195,9,25,8,E,W
36309,2003,3,42,3954,48,318,174,4,28,8,E,W
36309,2004,7,36,3522,32,345,192,10,11,8,E,W
36309,2005,6,45,3333,38,302,179,6,30,8,E,W
36309,2006,15,33,3354,18,387,133,5,3,8,E,W
36309,2007,0,21,2717,34,120,104,3,16,8,E,W
36309,2008,8,40,4201,27,288,153,10,2,8,E,W
36309,2009,6,24,4121,52,404,226,7,3,8,N,S
36309,2010,4,24,3172,18,299,228,3,23,8,N,S
36309,2011,0,47,2627,56,247,135,3,23,8,E,W
36309,2012,0,43,2770,49,393,143,7,10,8,E,W
36309,2013,9,57,3425,60,712,236,10,11,8,E,W
36309,2016,8,28,2867,27,384,139,6,20,8,E,W
36435,2003,125,24,261,359,71,17,3,17,8,E,W
36435,2006,121,37,206,356,57,32,9,19,8,E,W
36435,2014,117,17,188,256,43,43,10,9,8,E,W
36436,2000,231,143,1400,94,292,80,10,2,8,E,W
36436,2002,258,184,1572,88,261,72,9,23,8,E,W
36436,2004,353,210,1389,123,295,75,6,29,8,E,W
36436,2006,340,215,1010,92,278,62,10,17,8,E,W
36436,2008,412,221,1194,124,293,86,6,18,8,E,W
36436,2010,425,168,839,103,255,72,6,29,8,E,W
36436,2015,361,121,1058,128,227,68,9,11,8,E,W
36437,2000,4,288,4830,54,660,336,9,25,8,E,W
36437,2001,19,360,4326,60,835,341,5,3,8,E,W
36437,2002,16,310,4471,66,954,286,4,18,8,E,W
36437,2004,20,325,3821,63,918,319,5,21,8,E,W
36437,2006,2,249,3582,95,705,497,10,13,8,E,W
36437,2008,0,279,3758,38,1075,435,9,26,8,E,W
36437,2009,19,296,3703,68,652,382,6,17,8,E,W
36437,2010,2,101,2805,59,583,532,6,21,8,N,S
36437,2011,0,139,4537,52,1553,573,3,25,8,E,W
36437,2012,33,422,4563,74,1157,465,3,21,8,E,W
36437,2013,22,285,4435,75,1310,392,7,10,8,E,W
36437,2015,53,338,4774,93,1241,418,6,18,8,E,W
36437,2016,38,268,4012,82,1098,384,10,6,8,E,W
36438,2000,1,133,7012,40,594,439,4,13,8,E,W
36438,2001,3,141,6747,46,534,473,7,3,8,E,W
36438,2003,5,216,5199,45,781,427,10,7,8,E,W
36438,2004,6,171,7403,53,1140,354,9,27,8,E,W
36438,2005,4,165,6438,62,770,512,6,17,8,E,W
36438,2006,3,188,6036,51,779,405,5,8,8,E,W
36438,2007,0,161,5812,36,891,498,3,27,8,E,W
36438,2008,18,174,5307,28,637,425,9,25,8,E,W
36438,2009,0,40,5478,36,872,376,4,1,8,E,W
36438,2010,2,166,6498,13,949,441,9,2,8,N,S
36438,2011,3,134,4343,47,646,451,5,18,8,E,W
36438,2012,0,118,5169,105,1155,664,10,19,8,E,W
36438,2014,3,105,6171,65,934,440,10,3,8,E,W
36438,2015,13,152,5256,54,1043,430,5,22,8,E,W
36469,2000,6,48,2421,61,260,57,6,12,8,E,W
36469,2001,3,36,2448,49,207,64,3,26,8,E,W
36469,2003,1,34,2027,51,206,59,5,9,8,E,W
36469,2005,2,37,3106,66,248,86,5,9,8,E,W
36469,2007,4,34,2653,65,341,93,10,12,8,E,W
36469,2008,16,54,2123,92,256,155,6,27,8,E,W
36469,2009,7,27,2152,60,237,87,10,13,8,E,W
36469,2010,0,73,3276,56,219,106,5,4,8,E,W
36469,2011,0,59,2680,54,203,94,6,22,8,E,W
36469,2013,1,31,2731,59,362,100,6,21,8,E,W
36469,2015,4,29,1597,41,231,88,4,13,8,E,W
36470,2007,7,196,1952,28,382,75,4,18,8,N,S
36470,2009,8,119,1314,48,255,132,5,8,8,E,W
36470,2013,6,78,1976,50,468,148,4,26,8,E,W
36497,2000,1,257,4958,49,894,396,3,21,8,E,W
36497,2001,2,332,5645,52,1008,434,6,7,8,E,W
36497,2002,0,220,5459,40,918,494,5,31,8,E,W
36497,2003,2,265,5556,23,807,501,6,20,8,E,W
36497,2004,1,310,5491,75,780,420,6,16,8,E,W
36497,2005,0,290,6309,61,1123,398,4,19,8,E,W
36497,2006,0,280,5082,57,1003,459,6,8,8,E,W
36497,2007,0,267,5444,59,1098,388,4,30,8,E,W
36497,2008,1,233,5223,23,1203,371,9,4,8,E,W
36497,2009,0,259,4487,48,1128,330,7,10,8,N,S
36497,2010,0,204,5947,39,1065,305,9,8,8,N,S
36497,2011,0,218,5813,30,877,321,6,8,8,E,W
36497,2012,0,92,6201,102,1705,588,3,20,8,E,W
36497,2013,0,203,6069,78,1197,487,6,27,8,E,W
