cp,year,pc,2wmv,car,bus,lgv,hgv_total,min_month,min_dayofmonth,hour,min_idir,max_idir
6000,2000,0,51,2564,14,318,155,3,27,8,N,S
6000,2001,0,102,2654,15,355,243,5,10,8,N,S
6000,2002,0,119,2963,19,412,263,6,17,8,N,S
6000,2004,0,79,2890,13,360,225,4,30,8,N,S
6000,2005,0,112,2789,23,438,281,5,13,8,N,S
6000,2007,0,87,2631,31,494,215,5,24,8,N,S
6000,2011,0,44,3163,32,449,349,5,26,8,N,S
6000,2016,0,75,2405,32,486,296,5,5,8,N,S
6001,2000,0,182,5686,31,653,306,10,3,8,N,S
6001,2001,0,196,5349,48,603,296,7,2,8,N,S
6001,2002,0,179,4258,17,630,256,10,1,8,N,S
6001,2003,0,126,4735,29,838,328,5,13,8,N,S
6001,2004,0,139,4780,19,691,292,9,22,8,N,S
6001,2005,0,197,4341,13,591,291,6,9,8,N,S
6001,2006,0,166,4526,26,757,275,10,12,8,N,S
6001,2007,0,106,3830,13,680,333,3,30,8,N,S
6001,2008,0,144,4809,33,783,217,6,3,8,N,S
6001,2009,0,186,6012,46,660,387,6,30,8,N,S
6001,2011,0,108,4339,29,863,315,7,12,8,E,W
6001,2013,0,139,4308,65,966,379,6,14,8,E,W
6001,2015,0,121,4236,33,850,356,4,13,8,E,W
6013,2000,0,123,8563,55,582,564,4,11,8,E,W
6013,2001,0,166,8084,83,839,518,5,4,8,E,W
6013,2002,0,216,8685,83,784,475,9,30,8,E,W
6013,2003,0,117,7650,73,752,547,6,27,8,E,W
6013,2005,0,243,8437,47,766,377,6,27,8,E,W
6013,2006,0,141,6970,70,848,392,6,12,8,E,W
6013,2007,0,203,7518,38,821,477,10,29,8,E,W
6013,2008,0,154,7334,66,632,433,6,19,8,E,W
6013,2009,0,231,7766,78,718,393,6,18,8,E,W
6013,2010,0,370,5778,49,1911,756,6,21,8,E,W
6013,2011,0,192,9055,75,659,422,6,27,8,E,W
6013,2012,0,93,7154,68,701,265,5,10,8,E,W
6013,2013,0,157,7753,81,959,361,7,1,8,E,W
6013,2014,0,113,6557,103,850,323,5,23,8,E,W
6013,2015,0,131,7196,71,1234,454,10,8,8,E,W
6013,2016,0,134,7683,68,1060,487,9,20,8,E,W
6071,2000,5,90,2811,19,484,241,9,29,8,N,S
6071,2001,1,93,1953,16,592,321,9,20,8,N,S
6071,2002,7,174,3171,32,948,374,5,31,8,N,S
6071,2003,4,189,3202,24,696,401,5,23,8,N,S
6071,2004,7,161,3623,47,751,455,6,22,8,N,S
6071,2005,0,146,3517,26,962,447,3,11,8,N,S
6071,2006,4,168,2888,31,423,464,10,18,8,N,S
6071,2007,8,143,3027,42,885,529,6,20,8,N,S
6071,2008,9,162,2996,40,782,561,5,21,8,N,S
6071,2010,14,141,6271,23,753,339,6,11,8,E,W
6071,2011,0,76,4193,46,1191,941,3,18,8,N,S
6071,2012,0,99,3408,13,870,500,4,24,8,N,S
6071,2013,0,77,3667,30,1205,318,3,18,8,N,S
6071,2014,0,160,3483,18,1054,463,5,21,8,N,S
6071,2015,9,122,3719,21,1166,440,9,10,8,N,S
6071,2016,7,160,3736,28,1068,381,5,18,8,N,S
6075,2000,58,194,1763,83,446,122,9,28,8,E,W
6075,2007,190,182,1773,74,429,159,6,22,8,N,S
6075,2009,323,242,1243,78,429,151,9,23,8,N,S
6075,2010,323,206,1175,75,392,117,6,10,8,N,S
6075,2012,255,175,1074,57,275,127,3,28,8,N,S
6076,2002,6,169,5507,16,1014,285,4,8,8,E,W
6076,2006,16,209,5077,30,1047,357,7,5,8,E,W
6076,2010,3,165,4654,9,1706,323,9,1,8,E,W
6076,2011,0,176,3284,23,997,479,5,3,8,E,W
6076,2012,1,175,4644,48,1127,422,9,26,8,E,W
6076,2013,15,138,5349,37,1269,432,3,19,8,E,W
6076,2014,19,221,6069,21,1250,509,10,7,8,E,W
6076,2015,9,206,6345,26,1164,627,7,2,8,E,W
6077,2000,2,86,2958,27,415,137,7,14,8,N,S
6077,2001,4,52,3540,35,563,234,4,3,8,N,S
6077,2002,1,112,2990,29,443,183,5,31,8,N,S
6077,2004,3,36,3773,27,327,171,5,24,8,N,S
6077,2006,6,92,3953,91,604,218,10,19,8,N,S
6077,2008,0,94,4101,28,585,265,9,5,8,N,S
6077,2009,0,88,3421,43,398,274,5,7,8,N,S
6077,2010,3,79,5111,20,571,343,5,17,8,E,W
6077,2011,1,70,3806,47,518,279,10,20,8,N,S
6077,2012,0,91,4887,57,631,351,3,27,8,N,S
6077,2013,0,34,3612,50,648,395,9,18,8,N,S
6077,2014,18,93,3369,45,637,239,7,1,8,N,S
6077,2015,9,72,3572,43,638,267,6,16,8,N,S
6094,2002,85,134,1236,20,326,64,6,17,8,N,S
6094,2003,82,157,733,25,287,59,4,3,8,N,S
6094,2004,113,158,505,23,250,39,4,22,8,N,S
6094,2005,73,181,507,20,249,56,4,19,8,N,S
6094,2006,81,90,776,32,298,44,10,27,8,N,S
6094,2008,180,136,361,22,217,37,7,4,8,N,S
6095,2002,61,114,999,52,195,90,7,10,8,E,W
6095,2008,109,146,877,77,247,156,6,10,8,E,W
6095,2010,119,161,733,60,213,140,9,2,8,E,W
6095,2015,179,133,1160,84,289,180,6,25,8,E,W
6096,2005,19,131,1863,50,355,212,5,23,8,E,W
6096,2009,20,133,1716,52,405,184,9,8,8,E,W
6096,2010,22,146,1617,51,395,201,9,22,8,E,W
6096,2011,12,111,1461,41,244,194,4,5,8,E,W
6096,2016,16,85,1261,51,413,171,5,10,8,E,W
6097,2000,0,207,5936,93,980,561,5,26,8,E,W
6097,2001,0,286,6208,58,1042,460,10,3,8,E,W
6097,2003,2,291,6290,47,891,549,3,25,8,E,W
6097,2005,0,239,5985,51,843,360,5,9,8,E,W
6097,2007,0,240,5997,55,1092,500,9,14,8,E,W
6097,2009,1,205,5294,58,1277,406,6,19,8,N,S
6097,2010,0,217,6769,50,1319,387,4,29,8,E,W
6097,2011,0,66,5027,48,1080,271,6,8,8,E,W
6097,2012,0,168,6047,56,761,564,4,26,8,E,W
6097,2013,0,197,4958,59,1150,304,7,9,8,E,W
6097,2014,3,229,6289,50,1368,397,7,9,8,E,W
6097,2015,2,161,5115,43,1230,347,6,15,8,E,W
6097,2016,0,136,5956,52,1276,443,4,29,8,E,W
6107,2003,293,315,572,81,150,62,5,7,8,N,S
6107,2006,397,301,708,93,211,66,6,9,8,N,S
6107,2009,481,230,477,84,237,95,7,10,8,N,S
6107,2013,677,212,420,87,230,72,6,26,8,E,W
6108,2002,275,358,1323,38,275,94,10,9,8,N,S
6108,2003,270,343,1118,49,345,109,3,25,8,N,S
6108,2007,298,205,1160,58,328,92,7,13,8,N,S
6108,2013,830,285,535,62,354,77,4,25,8,N,S
6109,2002,100,135,912,28,160,67,4,15,8,E,W
6109,2011,192,143,900,40,217,89,4,4,8,E,W
6109,2016,201,105,599,28,220,57,6,8,8,E,W
6111,2004,84,365,1896,55,279,171,3,30,8,E,W
6111,2009,152,265,2489,48,408,119,9,9,8,E,W
6111,2010,86,184,2009,56,343,140,3,22,8,N,S
6111,2012,74,188,1646,57,312,126,4,20,8,E,W
6111,2013,107,246,1333,48,364,93,10,21,8,E,W
6119,2003,165,156,925,119,250,76,4,7,8,E,W
6119,2004,114,114,900,130,198,45,9,13,8,E,W
6119,2007,335,124,887,134,226,87,10,15,8,E,W
6119,2012,421,155,1128,108,256,86,10,16,8,E,W
6120,2001,121,395,1961,156,412,122,5,24,8,E,W
6120,2003,199,433,1450,169,456,115,5,7,8,E,W
6120,2004,167,367,1269,173,435,83,4,21,8,E,W
6120,2005,196,389,1314,179,437,131,5,3,8,E,W
6120,2006,210,428,1234,175,434,119,5,12,8,N,S
6120,2007,202,420,1207,173,439,156,7,2,8,E,W
6120,2008,128,350,1163,163,439,132,5,13,8,E,W
6120,2009,345,420,1085,163,416,150,6,2,8,E,W
6120,2010,302,374,1122,191,386,134,7,8,8,N,S
6120,2012,304,323,1323,159,484,106,6,27,8,E,W
6120,2014,199,193,1078,154,381,172,9,12,8,E,W
6121,2000,52,254,2973,83,355,109,10,6,8,E,W
6121,2001,57,258,2783,73,379,109,6,20,8,E,W
6121,2003,63,307,2712,52,333,97,3,25,8,E,W
6121,2004,44,285,2788,67,366,104,3,25,8,E,W
6121,2005,38,271,2773,80,328,99,6,30,8,E,W
6121,2006,36,280,2758,83,492,137,9,15,8,E,W
6121,2007,62,396,2217,61,480,128,10,3,8,E,W
6121,2008,62,414,2130,74,425,103,5,12,8,E,W
6121,2009,48,336,2209,60,377,129,3,20,8,E,W
6121,2010,86,383,2242,27,430,133,3,16,8,E,W
6121,2011,79,338,2264,32,339,131,6,13,8,E,W
6121,2012,64,355,2346,75,368,166,4,27,8,E,W
6121,2013,90,329,2538,63,508,119,10,3,8,E,W
6121,2015,27,190,2144,59,429,149,9,22,8,E,W
6122,2001,34,81,2938,39,369,198,3,16,8,E,W
6122,2003,31,77,3258,22,318,197,4,10,8,E,W
6122,2008,3,3,2478,7,169,11,4,4,8,E,W
6122,2009,26,79,3057,24,363,212,9,25,8,E,W
6122,2010,0,32,2562,26,280,126,10,8,8,E,W
6122,2011,40,76,1917,29,361,143,10,10,8,E,W
6122,2012,88,108,2371,44,356,133,6,27,8,E,W
6122,2013,69,92,2414,31,403,98,4,24,8,E,W
6122,2015,71,70,1912,30,340,94,5,12,8,E,W
6123,2002,9,36,1915,39,177,92,4,15,8,E,W
6123,2009,9,20,1991,52,182,49,9,29,8,E,W
6123,2011,8,27,1629,49,212,116,9,15,8,E,W
6123,2013,9,22,2234,59,250,82,6,5,8,E,W
6150,2002,4,17,1211,24,112,34,5,7,8,N,S
6150,2003,7,13,1033,24,104,32,3,20,8,N,S
6150,2007,8,13,1134,30,132,40,6,6,8,N,S
6150,2016,15,24,1041,25,108,23,6,13,8,N,S
6151,2001,21,66,1958,52,389,78,6,22,8,N,S
6151,2003,13,57,2016,44,259,53,9,26,8,N,S
6151,2005,16,30,1489,37,272,91,6,13,8,N,S
6151,2008,20,42,1417,63,345,207,7,9,8,N,S
6151,2012,45,39,894,9,130,34,5,9,8,N,S
6152,2000,76,126,1299,143,467,134,10,13,8,N,S
6152,2003,93,176,1507,173,462,153,9,23,8,N,S
6152,2006,133,178,1397,186,455,93,10,2,8,N,S
6152,2009,120,142,1276,195,447,121,10,23,8,N,S
6152,2010,135,163,1265,177,507,132,3,23,8,N,S
6152,2012,127,134,1077,169,419,135,10,24,8,N,S
6188,2000,13,71,2506,50,637,62,10,30,8,N,S
6188,2002,6,51,2258,60,353,75,5,24,8,N,S
6188,2006,12,39,2081,44,307,89,6,30,8,N,S
6188,2011,27,59,1747,45,379,74,4,4,8,N,S
6188,2016,45,47,1974,56,385,61,5,26,8,N,S
6190,2004,333,243,1004,137,560,99,9,17,8,N,S
6190,2009,501,234,729,173,246,135,10,21,8,N,S
6190,2012,675,213,688,140,292,60,9,26,8,N,S
6199,2001,12,48,1529,17,141,19,5,11,8,N,S
6199,2003,7,21,1016,11,100,19,3,25,8,N,S
6199,2005,19,35,1230,23,134,30,7,1,8,N,S
6199,2007,15,30,1235,27,122,24,6,18,8,N,S
6199,2011,35,34,1285,18,133,38,9,28,8,N,S
6199,2016,35,23,1146,19,107,17,9,20,8,N,S
6200,2000,21,31,946,39,186,35,10,31,8,N,S
6200,2006,28,27,987,56,184,39,10,19,8,N,S
6201,2000,68,185,2221,43,408,163,3,24,8,E,W
6201,2002,82,203,1953,37,392,93,5,27,8,E,W
6201,2004,153,208,1882,58,311,129,7,5,8,E,W
6201,2005,133,150,1648,48,341,123,5,24,8,E,W
6201,2007,196,187,1576,47,415,94,9,19,8,E,W
6201,2009,130,144,1320,60,292,83,4,21,8,E,W
6201,2010,180,143,1559,51,440,112,7,7,8,E,W
6201,2014,480,188,1297,96,348,120,7,2,8,E,W
6216,2004,31,520,2411,69,596,255,10,19,8,E,W
6216,2009,68,424,2376,63,536,232,9,18,8,E,W
6216,2010,59,432,1555,50,545,264,3,16,8,E,W
6216,2011,63,412,1797,59,361,144,5,3,8,E,W
6216,2012,99,201,1317,35,557,339,6,26,8,E,W
6216,2013,86,417,2107,66,532,258,4,24,8,E,W
6216,2015,49,303,1582,68,572,273,5,15,8,E,W
6242,2001,22,128,1523,98,300,65,4,26,8,E,W
6242,2003,39,178,1212,80,227,61,3,14,8,E,W
6242,2005,81,154,986,73,235,60,6,16,8,E,W
6242,2007,103,164,804,82,197,73,6,11,8,E,W
6242,2011,96,72,802,66,170,52,9,8,8,E,W
6243,2001,11,187,1583,17,300,120,4,30,8,E,W
6243,2003,5,137,2120,15,372,74,9,19,8,E,W
6243,2005,10,153,1467,20,310,87,9,12,8,E,W
6243,2007,9,122,1383,26,320,87,5,11,8,N,S
6243,2010,14,143,1431,15,379,117,6,25,8,E,W
6243,2015,14,125,1370,13,381,80,6,24,8,E,W
6252,2001,22,64,1338,80,217,56,6,14,8,N,S
6252,2003,30,84,1426,59,237,75,9,23,8,N,S
6252,2005,15,52,1139,51,206,98,9,30,8,N,S
6252,2007,57,69,1658,58,218,53,9,12,8,N,S
6252,2008,43,43,1221,51,205,31,7,9,8,N,S
6252,2011,44,62,1341,73,240,67,5,27,8,N,S
6252,2016,79,52,1169,50,208,50,5,20,8,N,S
6266,2000,146,197,1114,80,202,69,10,9,8,N,S
6266,2002,96,182,1051,72,240,58,7,5,8,N,S
6266,2003,156,176,754,93,144,61,3,17,8,N,S
6266,2005,300,226,759,119,185,77,5,11,8,N,S
6266,2007,284,258,757,114,171,58,6,21,8,N,S
6266,2016,613,180,754,103,254,48,5,3,8,N,S
6267,2004,59,102,1069,135,187,68,4,2,8,N,S
6267,2009,103,132,749,123,149,61,9,24,8,N,S
6267,2013,209,144,1043,173,291,100,7,8,8,N,S
6268,2004,4,54,1754,14,247,164,3,12,8,N,S
6268,2009,13,63,1428,30,264,173,9,25,8,N,S
6268,2013,25,69,2025,29,552,195,10,24,8,N,S
6425,2002,125,108,918,79,201,59,6,26,8,E,W
6425,2003,90,70,989,60,170,43,9,23,8,E,W
6425,2005,379,164,1001,117,224,59,10,12,8,E,W
6425,2008,399,119,623,88,186,56,6,5,8,E,W
6425,2012,394,81,650,116,213,96,6,15,8,E,W
6426,2000,46,15,122,305,35,8,7,11,8,E,W
6426,2004,105,12,96,323,27,8,7,7,8,E,W
6426,2007,115,0,79,330,13,5,5,15,8,N,S
6426,2016,226,22,103,199,18,6,4,26,8,E,W
6428,2003,84,67,796,53,153,67,4,9,8,N,S
6428,2007,103,63,473,42,129,30,10,4,8,N,S
6428,2011,119,77,448,60,123,97,3,24,8,N,S
6429,2000,2,263,8374,63,792,433,6,27,8,E,W
6429,2001,6,190,7521,85,908,543,3,16,8,E,W
6429,2002,7,284,6769,52,897,464,10,8,8,E,W
6429,2003,10,187,8243,55,1193,507,6,26,8,E,W
6429,2004,13,223,6860,45,1044,539,6,17,8,E,W
6429,2005,16,271,6931,33,921,608,9,14,8,E,W
6429,2006,7,271,6943,68,1043,536,6,5,8,E,W
6429,2007,2,185,6781,48,961,459,4,30,8,E,W
6429,2008,13,185,5843,45,1431,723,10,22,8,E,W
6429,2009,0,183,6537,53,946,442,6,25,8,E,W
6429,2010,1,319,10911,33,669,461,6,11,8,E,W
6429,2011,0,257,7526,56,985,536,6,29,8,E,W
6429,2012,0,216,7597,55,1169,592,3,20,8,E,W
6429,2013,0,156,6722,77,1434,405,5,13,8,E,W
6429,2014,12,221,5307,35,935,511,5,19,8,E,W
6429,2015,9,186,6021,40,1337,684,4,13,8,E,W
6458,2000,15,199,4541,40,478,109,5,9,8,N,S
6458,2001,11,93,4279,25,608,107,4,25,8,N,S
6458,2002,6,180,4933,39,413,110,6,18,8,N,S
6458,2003,9,217,3765,21,491,109,3,27,8,N,S
6458,2004,2,99,3917,33,531,91,10,4,8,N,S
6458,2005,10,174,3515,32,590,119,3,16,8,N,S
6458,2006,8,178,3643,49,605,110,4,24,8,N,S
6458,2007,6,175,3752,43,658,147,6,29,8,N,S
6458,2008,9,183,3112,72,580,218,10,23,8,N,S
6458,2009,2,110,3152,68,1096,115,9,25,8,N,S
6458,2010,6,102,4312,69,544,148,3,22,8,E,W
6458,2011,12,135,3777,62,636,201,10,10,8,N,S
6458,2012,14,183,3322,52,584,219,9,19,8,N,S
6458,2013,18,138,3468,62,545,216,10,18,8,N,S
6458,2014,8,166,3367,40,752,151,5,19,8,N,S
6458,2015,11,176,3067,49,778,174,6,24,8,N,S
6459,2002,38,91,752,81,125,25,5,10,8,S,S
6459,2003,22,90,543,88,100,27,5,14,8,S,S
6459,2005,32,88,471,100,105,36,5,18,8,N,N
6459,2006,33,99,419,99,95,36,9,22,8,S,S
6459,2015,74,73,330,87,111,51,5,7,8,S,S
6625,2003,65,79,1671,52,389,79,6,23,8,N,S
6625,2004,71,80,1124,46,306,81,9,24,8,N,S
6625,2007,100,139,1214,54,462,89,7,4,8,N,S
6625,2013,238,132,790,46,377,46,10,9,8,N,S
6627,2002,16,30,1077,33,194,39,4,22,8,N,S
6627,2007,26,36,745,30,188,65,4,16,8,N,S
6627,2011,27,22,806,35,162,58,5,11,8,N,S
6627,2016,14,41,708,27,186,39,10,17,8,N,S
6629,2005,64,73,1090,174,141,101,9,16,8,N,S
6629,2009,81,57,596,149,135,73,5,5,8,N,S
6629,2010,72,65,805,174,140,73,10,5,8,E,W
6629,2015,192,48,747,166,225,67,4,24,8,N,S
6630,2002,250,162,1051,109,236,36,9,17,8,N,S
6630,2004,164,106,815,106,113,40,10,12,8,N,S
6630,2008,297,113,577,108,187,57,5,23,8,N,S
6631,2002,8,39,1181,45,152,34,4,26,8,N,S
6631,2009,23,23,787,42,140,25,9,14,8,N,S
6632,2003,95,114,1535,66,294,61,3,28,8,N,S
6632,2009,105,66,805,69,230,80,5,7,8,N,S
6632,2013,352,121,1220,60,145,60,5,13,8,N,S
6633,2002,17,9,521,18,68,10,5,22,8,E,W
6633,2005,14,17,537,23,67,14,10,4,8,E,W
6634,2000,17,25,738,48,99,34,5,24,8,E,W
6634,2006,21,36,628,75,115,18,10,18,8,N,S
6634,2015,49,24,519,66,93,29,6,23,8,E,W
6636,2002,33,53,899,50,189,54,5,22,8,N,S
6636,2005,52,51,693,55,144,65,9,30,8,N,S
6636,2009,26,17,641,58,174,48,5,8,8,N,S
6636,2010,41,26,748,53,262,62,10,1,8,E,W
6638,2000,27,32,1559,23,223,52,5,4,8,N,S
6638,2002,16,38,1550,32,204,64,3,21,8,N,S
6638,2004,21,42,1541,45,269,42,10,19,8,N,S
6638,2006,39,49,1702,43,243,35,7,4,8,N,S
6638,2008,4,47,883,39,202,54,9,5,8,N,S
6638,2013,13,11,990,24,244,42,9,23,8,E,W
6639,2003,4,13,985,15,170,31,6,10,8,E,W
6639,2011,11,6,626,8,135,47,9,7,8,E,W
6640,2002,3,12,947,39,155,82,5,2,8,E,W
6640,2006,7,8,1105,39,177,69,10,16,8,E,W
6640,2013,5,7,1073,66,177,56,10,25,8,E,W
6643,2000,17,24,1516,152,239,60,10,6,8,N,S
6643,2002,17,20,1038,51,125,46,9,24,8,N,S
6643,2003,9,14,1052,49,136,40,6,5,8,N,S
6643,2005,16,14,1248,89,170,33,10,20,8,N,S
6643,2007,26,9,926,78,130,47,6,6,8,N,S
6643,2016,41,14,950,73,168,19,7,4,8,N,S
6644,2002,18,9,848,82,133,36,5,10,8,N,S
6644,2009,29,5,752,88,106,25,5,11,8,E,W
6648,2003,19,17,1995,34,222,31,5,20,8,N,S
6648,2009,0,22,1887,22,182,43,3,31,8,N,S
6648,2010,50,33,1930,41,173,80,5,25,8,N,S
6648,2016,56,24,1471,38,195,17,10,12,8,N,S
6649,2000,14,1,549,36,65,21,5,11,8,N,S
6649,2007,17,1,540,51,57,8,9,10,8,N,S
6649,2016,16,3,441,46,60,6,3,18,8,N,S
6650,2001,14,31,912,31,148,59,6,22,8,E,W
6650,2003,46,28,1020,43,176,48,9,17,8,E,W
6650,2005,57,19,1259,59,226,38,9,26,8,E,W
6650,2007,39,21,927,54,145,45,6,25,8,E,W
6650,2011,64,17,1026,64,118,40,7,4,8,E,W
6657,2001,6,7,926,59,100,12,6,19,8,N,S
6657,2003,5,4,1101,63,125,37,7,3,8,N,S
6657,2005,5,1,1157,61,60,26,5,26,8,N,S
6657,2007,7,6,1186,64,114,21,9,17,8,N,S
6657,2008,6,4,1095,68,96,44,9,10,8,N,S
6658,2003,10,27,1515,56,228,69,4,3,8,N,S
6658,2009,8,14,1422,40,156,34,6,11,8,N,S
6658,2011,3,5,1158,39,152,57,5,4,8,N,S
6658,2013,24,32,1470,51,150,45,10,22,8,N,S
6748,2000,4,78,1768,12,390,13,6,6,8,N,S
6748,2003,15,76,1457,10,360,9,10,9,8,N,S
6748,2004,5,51,1671,3,369,6,5,4,8,N,S
6748,2005,16,43,1395,3,346,27,5,20,8,N,S
6748,2006,6,85,1450,2,405,44,5,4,8,N,S
6748,2007,5,79,1732,4,493,35,9,12,8,N,S
6748,2008,23,99,1496,0,485,57,9,10,8,N,S
6748,2010,29,117,1435,0,431,32,6,22,8,N,S
6748,2014,11,87,1650,0,487,52,9,8,8,N,S
6749,2002,42,152,1061,37,252,105,7,5,8,E,W
6749,2006,183,101,1057,36,246,43,9,27,8,E,W
6749,2014,251,35,760,27,215,30,10,14,8,E,W
6750,2002,44,65,335,25,75,30,6,27,8,E,E
6750,2004,58,92,318,57,80,24,10,4,8,E,E
6750,2007,111,168,425,47,116,29,10,9,8,E,E
6750,2016,93,99,255,44,112,27,6,17,8,E,W
6751,2001,339,444,2139,52,549,166,6,21,8,N,S
6751,2003,427,534,1791,63,610,128,9,22,8,N,S
6751,2006,295,294,1574,58,453,102,10,6,8,N,S
6751,2009,777,404,1105,53,439,153,9,3,8,N,S
6751,2010,706,415,1223,99,424,125,4,22,8,N,S
6751,2012,1314,405,1204,56,350,148,3,22,8,N,S
6751,2014,2114,391,1145,65,364,136,6,24,8,N,S
6752,2002,83,111,1184,80,304,90,6,19,8,E,W
6752,2005,90,111,1116,78,282,97,4,11,8,E,W
6752,2009,146,122,971,71,317,81,9,9,8,E,W
6752,2013,200,102,763,100,216,123,6,25,8,E,W
6754,2007,4,10,350,54,71,14,5,1,8,N,S
6754,2016,13,6,351,53,64,9,9,14,8,N,S
6755,2007,12,57,2023,40,465,222,3,21,8,N,S
6755,2010,9,50,1855,33,445,154,10,8,8,N,S
6755,2011,7,57,1877,26,429,209,7,4,8,E,W
6755,2016,16,59,1883,22,456,148,10,5,8,E,W
6756,2002,37,91,1604,61,300,115,5,30,8,E,W
6756,2006,59,88,1147,67,264,107,10,18,8,E,W
6756,2009,97,101,1239,47,238,98,9,29,8,E,W
6756,2014,101,72,1225,44,300,115,9,23,8,E,W
6757,2007,115,70,819,28,185,61,6,21,8,E,W
6757,2011,134,39,841,43,123,61,10,14,8,E,W
6758,2003,101,151,2000,37,264,134,9,29,8,N,S
6758,2007,69,91,1950,34,154,94,10,19,8,N,S
6758,2010,75,45,1547,54,277,98,7,8,8,E,W
6758,2015,156,105,1674,36,334,106,6,11,8,N,S
6760,2002,10,43,793,75,127,36,6,14,8,E,W
6760,2006,22,37,751,73,135,27,3,31,8,E,W
6760,2016,47,24,723,81,163,15,9,13,8,E,W
6761,2000,31,32,748,30,141,45,7,14,8,E,W
6761,2007,94,39,554,30,112,24,4,25,8,N,S
6761,2016,166,31,605,45,189,18,10,19,8,N,S
6762,2004,6,11,1070,22,217,33,5,27,8,E,W
6762,2010,12,17,1173,21,244,64,10,7,8,E,W
6762,2015,6,17,1101,20,289,42,10,16,8,E,W
6763,2002,11,38,1001,52,176,20,9,18,8,E,W
6763,2010,24,17,917,60,140,20,5,17,8,E,W
6764,2000,7,26,979,22,151,28,10,11,8,N,S
6764,2001,11,20,1134,22,166,26,6,18,8,N,S
6764,2002,3,22,982,17,100,25,9,27,8,N,S
6764,2003,3,25,1153,22,172,32,4,8,8,N,S
6764,2004,6,25,1282,27,74,28,3,16,8,N,S
6764,2005,8,25,1188,30,154,21,9,29,8,E,W
6764,2006,12,27,1002,29,143,26,10,4,8,N,S
6764,2007,11,16,1204,31,204,21,5,22,8,E,W
6764,2008,7,13,925,28,152,30,6,9,8,N,S
6766,2002,2,11,754,10,79,13,10,15,8,E,W
6766,2004,10,9,875,19,101,12,4,2,8,E,W
6767,2000,12,43,1601,26,277,49,7,7,8,E,W
6767,2006,19,53,1524,36,239,52,5,25,8,E,W
6767,2009,28,47,1002,26,184,36,7,9,8,E,W
6767,2010,37,50,1315,28,234,61,10,7,8,E,W
6767,2015,35,24,1524,29,206,58,10,15,8,E,W
6769,2002,13,11,697,25,127,48,5,29,8,N,S
6769,2008,9,19,867,23,140,39,3,14,8,N,S
6770,2000,6,46,1063,21,195,35,7,14,8,E,W
6770,2001,15,49,984,15,217,28,6,25,8,E,W
6770,2008,10,29,831,18,150,44,10,3,8,E,W
6773,2002,10,53,1596,20,221,71,4,16,8,N,S
6773,2006,6,28,1257,16,263,35,5,5,8,N,S
6773,2011,5,12,1296,22,143,33,9,12,8,N,S
6773,2016,12,23,1137,13,225,28,9,7,8,N,S
6774,2000,58,36,1272,43,163,41,5,3,8,N,S
6774,2001,47,42,1389,63,190,57,4,24,8,N,S
6774,2002,46,40,1379,58,183,78,4,26,8,E,W
6774,2003,67,32,1143,65,168,169,6,27,8,E,W
6774,2004,52,43,1259,72,193,66,10,13,8,E,W
6774,2005,66,40,1308,62,175,36,9,26,8,E,W
6774,2006,46,34,1233,48,151,29,9,7,8,E,W
6774,2007,86,47,1169,79,198,46,9,13,8,E,W
6774,2008,110,54,930,68,216,68,5,6,8,N,S
6774,2013,96,44,1096,60,220,43,9,12,8,N,S
6777,2004,167,199,1447,80,245,54,6,16,8,N,S
6777,2009,115,74,954,83,460,177,10,13,8,N,S
6777,2010,288,218,1031,97,265,84,10,19,8,N,S
6777,2011,216,151,1121,95,237,86,9,28,8,N,S
6777,2016,207,161,1040,86,340,70,4,18,8,N,S
6778,2000,1,10,722,10,82,41,6,12,8,N,S
6778,2002,1,7,574,12,80,25,6,20,8,N,S
6778,2004,4,10,674,22,98,33,5,24,8,N,S
6778,2005,4,9,778,22,125,54,10,18,8,N,S
6778,2007,4,17,686,29,151,56,6,19,8,N,S
6778,2016,1,8,623,19,126,42,9,21,8,N,S
6779,2002,8,17,1016,8,146,23,10,18,8,N,S
6779,2005,4,22,1381,15,107,30,4,26,8,N,S
6779,2006,8,25,1295,15,130,25,6,8,8,N,S
6779,2011,2,14,1035,8,135,23,4,7,8,N,S
6780,2003,6,19,940,59,131,31,5,20,8,N,S
6780,2010,5,5,921,62,132,20,3,25,8,N,S
6782,2002,32,30,1496,15,186,49,7,9,8,E,W
6782,2005,27,17,1211,24,183,46,4,13,8,E,W
6782,2010,21,22,1304,19,215,43,5,20,8,E,W
6782,2015,39,28,1491,12,208,36,4,28,8,E,W
6783,2000,5,32,1734,9,257,79,5,3,8,N,S
6783,2001,7,15,1526,10,272,53,4,24,8,N,S
6783,2002,8,31,1534,14,197,61,4,25,8,N,S
6783,2004,6,31,1580,10,294,51,6,17,8,N,S
6783,2006,5,14,1329,15,279,49,3,21,8,N,S
6783,2008,9,21,1247,11,243,48,5,22,8,N,S
6783,2009,6,30,1178,12,223,45,10,23,8,N,S
6783,2010,8,24,1725,10,312,40,9,21,8,N,S
6785,2002,2,31,1137,7,200,53,5,23,8,N,S
6785,2006,3,16,1267,14,208,47,5,9,8,N,S
6785,2010,4,8,916,15,193,32,9,28,8,N,S
6797,2002,11,26,1322,17,221,91,5,30,8,E,W
6797,2005,6,20,1455,36,227,109,3,14,8,E,W
6797,2011,3,29,1355,29,257,78,5,6,8,E,W
