ID,ROAD,EASTING,NORTHING,DIRECTION,MONTH,YEAR,TOTAL FLOW,PEDAL-MOTORCYCLE, CAR, TRAILER_CARAVAN_VAN,2AXLE_TRUCKorBUS, 3AXLE_TRUCKorBUS, 4AXLE_TRUCK, LGV,TOTAL LARGER THAN CAR,DFT PEDAL CYCLE,DFT MOTOR CYCLE,AVERAGE_SPEED,_85TH_SPEED,,,,,,,,,,,,
20MPH25,Elliots Row,531800.402,178937.809,S,11,2015,793,506,203,1,23,1,47,14,84,n/a,n/a,15.0,18.1,,,,,,,,,,,,
20MPH25,Elliots Row,531800.402,178937.809,N,5,2013,109,26,61,0,14,1,7,0,22,n/a,n/a,13.3,17.9,,,,,,,,,,,,
20MPH25,Elliots Row,531800.402,178937.809,N,11,2015,725,505,135,0,12,0,52,20,85,n/a,n/a,14.0,16.6,,,,,,,,,,,,
AMH69,Elsie Road,533647.470,175249.160,N,10,2010,410,27,363,0,20,0,0,0,20,n/a,n/a,13.7,16.6,,,,,,,,,,,,
AMH69,Elsie Road,533647.470,175249.160,S,10,2010,337,23,293,0,20,1,0,0,21,n/a,n/a,14.0,17.7,,,,,,,,,,,,
LBS11,Emerson Street,532187.070,180385.450,N,4,2013,1411,192,1024,3,182,5,5,3,198,n/a,n/a,18.2,22.4,,,,,,,,,,,,
LBS11,Emerson Street,532187.070,180385.450,S,4,2013,482,129,291,1,56,2,3,1,63,n/a,n/a,16.0,20.6,,,,,,,,,,,,
MIX58,Etherow Street,534085.870,173981.840,W,4,2017,887,89,470,0,302,26,0,0,328,n/a,n/a,17.3,20.3,,,,,,,,,,,,
MIX58,Etherow Street,534085.870,173981.840,W,10,2012,870,18,479,0,372,1,0,0,373,n/a,n/a,15.6,19.7,,,,,,,,,,,,
20MPH143,EUGENIA ROAD,535423.686,178542.292,W,11,2015,320,25,276,0,14,4,0,0,19,n/a,n/a,12.3,15.4,,,,,,,,,,,,
20MPH143,EUGENIA ROAD,535423.686,178542.292,E,11,2015,279,27,239,0,12,1,0,0,14,n/a,n/a,13.9,17.7,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,E,5,2013,5724,245,4973,26,445,9,11,15,506,n/a,n/a,24.6,28.9,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,E,11,2015,5303,211,4562,20,460,22,16,12,530,n/a,n/a,24.7,28.9,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,E,3,2010,6511,176,5719,21,542,16,20,17,616,n/a,n/a,26.4,30.9,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,W,5,2013,5858,244,5004,35,521,15,23,16,610,n/a,n/a,23.4,28.2,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,W,11,2015,5308,212,4513,24,484,34,27,15,583,n/a,n/a,22.9,27.7,,,,,,,,,,,,
MIX45,Evelina Road,535206.189,176034.980,W,3,2010,6078,148,5266,28,590,15,31,19,683,n/a,n/a,24.5,29.5,,,,,,,,,,,,
AMH20,Ewer Street,532047.150,180096.680,N,10,2010,305,54,216,1,33,1,0,0,35,n/a,n/a,19.5,25.7,,,,,,,,,,,,
PR51,Eynella Road,533729.000,173932.000,E,7,2017,1276,147,1072,3,46,2,4,1,56,n/a,n/a,17.1,19.8,,,,,,,,,,,,
PR51,Eynella Road,533729.000,173932.000,W,7,2017,1183,138,978,2,56,2,4,2,66,n/a,n/a,18.0,20.3,,,,,,,,,,,,
FRIERN15,Eynella Road,533886.526,173990.435,E,4,2017,1362,166,1156,0,19,2,0,0,21,n/a,n/a,12.7,15.3,,,,,,,,,,,,
FRIERN15,Eynella Road,533886.526,173990.435,W,4,2017,1597,150,1375,0,70,0,2,0,72,n/a,n/a,16.9,19.5,,,,,,,,,,,,
AMH26,Falmouth Road,532333.198,179083.407,N,10,2015,443,193,217,0,18,1,14,0,33,n/a,n/a,14.2,17.7,,,,,,,,,,,,
AMH26,Falmouth Road,532333.198,179083.407,S,10,2015,383,166,193,0,18,2,4,0,24,n/a,n/a,13.6,17.7,,,,,,,,,,,,
FRIERN18,Famouth Road,532510.000,179276.000,E,10,2017,339,186,132,1,14,1,4,0,20,n/a,n/a,12.5,13.9,,,,,,,,,,,,
FRIERN18,Famouth Road,532510.000,179276.000,W,10,2017,364,153,187,0,21,1,2,0,24,n/a,n/a,12.9,14.6,,,,,,,,,,,,
MIX32,Farquhar Road,533687.919,171085.577,N,11,2015,2161,136,1850,9,95,36,28,7,176,n/a,n/a,23.7,27.5,,,,,,,,,,,,
MIX32,Farquhar Road,533687.919,171085.577,N,10,2015,2085,144,1820,8,106,3,4,3,124,n/a,n/a,22.4,25.9,,,,,,,,,,,,
MIX32,Farquhar Road,533687.919,171085.577,S,11,2015,905,65,787,1,48,3,1,0,53,n/a,n/a,22.6,27.7,,,,,,,,,,,,
MIX32,Farquhar Road,533687.919,171085.577,S,10,2015,637,45,560,1,29,1,1,0,32,n/a,n/a,22.0,27.3,,,,,,,,,,,,
LBS81,Fenham Road,534551.540,177148.880,E,4,2013,351,46,278,0,23,2,1,1,27,n/a,n/a,17.9,23.3,,,,,,,,,,,,
LBS81,Fenham Road,534551.540,177148.880,W,4,2013,417,55,330,0,28,3,1,0,32,n/a,n/a,17.9,23.5,,,,,,,,,,,,
MIX46,Fenwick Road,534281.349,175566.144,N,3,2010,580,18,528,1,31,0,1,1,34,n/a,n/a,18.8,22.0,,,,,,,,,,,,
MIX46,Fenwick Road,534281.349,175566.144,N,10,2015,634,52,536,1,41,3,1,0,46,n/a,n/a,18.1,23.0,,,,,,,,,,,,
MIX46,Fenwick Road,534281.349,175566.144,S,3,2010,1489,3,1400,1,82,2,1,1,87,n/a,n/a,21.0,24.6,,,,,,,,,,,,
MIX46,Fenwick Road,534281.349,175566.144,S,10,2015,1193,76,1020,2,90,3,2,0,97,n/a,n/a,19.5,24.4,,,,,,,,,,,,
AMH180,Fielding Street,532249.675,177944.893,E,10,2017,678,74,554,1,46,2,1,0,50,47,27,16.0,20.0,,,,,,,,,,,,
AMH180,Fielding Street,532249.675,177944.893,W,10,2017,536,61,437,0,35,1,1,0,37,44,17,16.9,21.4,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2016,2793,141,2395,11,231,11,4,5,262,64,78,19.8,24.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,5,2013,2261,103,1883,5,264,3,3,2,277,n/a,n/a,22.0,26.6,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,11,2015,3092,200,2627,13,200,39,8,5,265,n/a,n/a,18.5,23.0,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2010,2380,81,2058,5,226,4,4,2,241,n/a,n/a,21.5,25.9,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2011,2466,199,2053,7,196,3,7,3,215,n/a,n/a,18.9,23.5,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2012,2379,214,1990,5,78,52,32,8,175,n/a,n/a,17.3,20.6,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2013,2168,107,1837,6,197,16,5,2,226,n/a,n/a,21.2,25.5,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2014,2557,231,2080,10,177,48,6,5,246,n/a,n/a,19.2,24.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2015,3198,290,2627,10,231,19,14,6,280,n/a,n/a,18.9,24.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2016,2225,250,1805,9,152,3,6,3,173,154,96,19.4,24.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,5,2013,1749,177,1421,4,141,2,3,1,151,n/a,n/a,21.4,26.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,11,2015,2612,204,2198,11,182,7,6,3,211,n/a,n/a,18.6,23.3,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2010,1771,139,1498,5,121,2,4,2,134,n/a,n/a,21.1,25.9,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2011,1760,170,1472,4,104,3,4,2,118,n/a,n/a,19.3,23.5,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2012,2016,161,1740,4,82,22,7,3,118,n/a,n/a,17.3,20.6,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2013,1743,186,1421,4,108,19,5,2,138,n/a,n/a,21.4,26.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2014,1957,182,1629,6,130,6,4,3,149,n/a,n/a,19.4,24.2,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2015,2603,228,2185,9,165,8,8,4,194,n/a,n/a,19.0,23.3,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,N,10,2017,2355,271,1882,9,116,61,9,6,201,169,103,19.7,24.0,,,,,,,,,,,,
AMC25,Flodden Road,532019.100,176891.410,S,10,2017,3098,312,2504,10,175,82,7,6,280,191,121,19.2,23.4,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2010,6125,225,5411,21,380,43,29,16,489,n/a,n/a,23.6,29.1,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2011,6902,230,6054,37,543,18,20,20,638,n/a,n/a,23.4,29.1,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2012,6780,221,6055,26,380,57,41,25,529,n/a,n/a,18.9,26.2,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2013,6287,321,5481,26,355,52,31,21,485,n/a,n/a,22.2,27.3,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2014,6549,303,5679,25,459,33,29,21,567,n/a,n/a,22.6,28.2,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2015,6920,285,6131,29,427,19,29,16,520,n/a,n/a,21.9,27.3,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2016,6644,304,5805,29,462,16,28,15,550,172,135,21.5,26.6,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,S,10,2017,7100,240,6349,36,427,18,14,16,511,125,115,20.7,25.4,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2010,6237,200,5484,60,410,54,29,24,577,n/a,n/a,19.5,27.3,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2011,6949,252,6046,33,523,28,46,21,651,n/a,n/a,19.3,26.8,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2012,6637,234,5939,31,275,99,34,25,464,n/a,n/a,22.8,28.0,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2013,5889,203,5162,46,421,32,25,25,549,n/a,n/a,18.3,24.2,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2014,6243,264,5410,46,421,65,37,24,593,n/a,n/a,20.2,27.1,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2015,6305,287,5491,54,391,49,33,29,556,n/a,n/a,19.1,25.5,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2016,6163,295,5252,65,460,38,27,27,617,169,126,18.7,25.1,,,,,,,,,,,,
AMC14,Forest Hill Road,534762.710,174510.370,N,10,2017,6234,236,5488,31,374,45,42,17,509,86,150,17.7,24.0,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,S,5,2013,6280,147,5467,23,597,19,18,9,666,n/a,n/a,23.7,28.9,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,S,11,2015,6120,272,5289,30,445,26,32,25,558,n/a,n/a,21.7,27.3,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,S,11,2015,7177,264,6131,31,703,13,19,17,782,n/a,n/a,22.6,27.7,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,N,5,2013,6366,254,5372,43,631,33,14,19,740,n/a,n/a,23.5,29.5,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,N,11,2015,5502,240,4755,45,374,42,25,22,507,n/a,n/a,19.5,25.9,,,,,,,,,,,,
20MPH127,Forest Hill Road,534846.152,174407.456,N,11,2015,6502,247,5563,45,590,27,14,18,693,n/a,n/a,22.8,27.7,,,,,,,,,,,,
20MPH135,Forest Hill Road,535208.894,174074.351,S,11,2015,8955,189,8138,50,473,47,34,24,628,n/a,n/a,23.2,28.2,,,,,,,,,,,,
20MPH135,Forest Hill Road,535208.894,174074.351,N,11,2015,10167,288,8993,53,603,44,156,30,886,n/a,n/a,26.2,31.8,,,,,,,,,,,,
PR18,Forest Hill Road ,535051.310,174181.000,N,2,2011,7031,284,6204,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,21.4,25.3,,,,,,,,,,,,
PR18,Forest Hill Road ,535051.310,174181.000,S,2,2011,6654,440,4819,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,18.3,23.6,,,,,,,,,,,,
PR17,Forest Hill Road ,535299.780,174017.660,N,2,2011,9066,258,8446,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,23.3,26.9,,,,,,,,,,,,
PR17,Forest Hill Road ,535299.780,174017.660,S,2,2011,8518,254,7850,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,22.7,27.3,,,,,,,,,,,,
LBS75,Friary Road,534467.680,177179.380,N,4,2013,405,32,349,0,18,6,0,0,24,n/a,n/a,15.2,18.3,,,,,,,,,,,,
LBS75,Friary Road,534467.680,177179.380,S,4,2013,424,37,357,0,17,13,0,0,30,n/a,n/a,15.5,19.2,,,,,,,,,,,,
FRIERN5,Friern Road,534198.733,174122.167,N,4,2017,474,106,346,22,0,0,0,0,22,n/a,n/a,20.8,24.0,,,,,,,,,,,,
FRIERN5,Friern Road,534198.733,174122.167,S,4,2017,602,85,476,0,41,0,0,0,41,n/a,n/a,20.1,24.7,,,,,,,,,,,,
FRIERN2,Friern Road,534392.740,174595.762,N,4,2017,260,80,175,0,5,0,0,0,5,n/a,n/a,17.5,18.6,,,,,,,,,,,,
FRIERN2,Friern Road,534392.740,174595.762,S,4,2017,244,66,165,0,13,0,0,0,13,n/a,n/a,17.1,19.4,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,N,12,2010,955,56,840,1,47,10,1,0,59,n/a,n/a,16.9,19.9,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,N,5,2010,846,80,705,2,39,18,2,0,61,n/a,n/a,17.5,20.6,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,N,10,2011,944,72,828,1,40,1,2,0,44,n/a,n/a,17.4,20.6,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,N,10,2012,295,97,185,0,11,0,2,0,13,n/a,n/a,16.0,20.4,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,S,12,2010,414,33,343,0,11,25,2,0,38,n/a,n/a,15.7,19.0,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,S,5,2010,468,52,392,1,20,2,1,0,24,n/a,n/a,15.4,18.6,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,S,10,2011,524,51,446,0,26,0,1,0,27,n/a,n/a,16.6,20.6,,,,,,,,,,,,
MIX17,Friern Road,534517.510,174838.200,S,10,2012,790,117,626,1,43,1,2,0,47,n/a,n/a,16.0,19.9,,,,,,,,,,,,
20MPH95,Gainsford Street,533801.660,179911.460,W,5,2013,517,55,376,1,80,4,1,0,86,n/a,n/a,15.4,20.4,,,,,,,,,,,,
20MPH95,Gainsford Street,533801.660,179911.460,W,11,2015,565,65,419,0,74,5,2,0,81,n/a,n/a,14.9,19.5,,,,,,,,,,,,
20MPH95,Gainsford Street,533801.660,179911.460,S,11,2015,500,56,385,0,54,4,1,0,59,n/a,n/a,14.9,19.2,,,,,,,,,,,,
20MPH95,Gainsford Street,533801.660,179911.460,E,5,2013,428,35,332,1,58,1,1,0,61,n/a,n/a,17.2,22.1,,,,,,,,,,,,
MIX29,Gallery Road,532991.980,173473.670,N,11,2015,5429,99,5015,19,253,22,13,7,315,n/a,n/a,23.1,27.3,,,,,,,,,,,,
MIX29,Gallery Road,532991.980,173473.670,N,10,2012,4024,94,3437,11,473,6,3,5,498,n/a,n/a,31.8,37.1,,,,,,,,,,,,
MIX29,Gallery Road,532991.980,173473.670,S,11,2015,3334,35,3055,9,182,41,6,6,245,n/a,n/a,22.5,27.1,,,,,,,,,,,,
MIX29,Gallery Road,532991.980,173473.670,S,10,2012,2292,100,2061,6,97,23,2,3,131,n/a,n/a,28.4,35.1,,,,,,,,,,,,
AMH125,Galleywall Road,534887.000,178493.000,S,10,2017,4422,259,3563,15,529,27,21,10,602,118,140,19.9,26.1,,,,,,,,,,,,
AMH125,Galleywall Road,534887.000,178493.000,S,10,2016,4136,187,3265,13,619,23,17,12,684,233,41,20.9,27.1,,,,,,,,,,,,
AMH125,Galleywall Road,534887.000,178493.000,N,10,2017,4345,256,3468,12,565,27,10,6,620,121,135,16.6,19.8,,,,,,,,,,,,
AMH125,Galleywall Road,534887.000,178493.000,N,10,2016,3853,222,3024,11,537,16,34,9,607,221,65,23.1,27.7,,,,,,,,,,,,
20MPH22,Garden Row,531707.472,179280.351,S,5,2013,4267,241,3133,32,706,20,110,25,893,n/a,n/a,24.1,28.2,,,,,,,,,,,,
20MPH22,Garden Row,531707.472,179280.351,S,11,2015,2909,213,2255,13,357,18,42,12,441,n/a,n/a,23.2,27.5,,,,,,,,,,,,
PMC66,Gellatly Road,535464.080,176306.680,N,3,2010,5711,123,5126,48,358,10,17,31,463,n/a,n/a,14.8,17.2,,,,,,,,,,,,
PMC66,Gellatly Road,535464.080,176306.680,S,3,2010,6945,137,6429,32,326,6,6,9,379,n/a,n/a,15.6,18.1,,,,,,,,,,,,
AMH128,Gervase Street,534937.130,177394.760,W,10,2010,1590,28,1412,1,141,4,4,0,150,n/a,n/a,14.6,17.7,,,,,,,,,,,,
20MPH144,Gibbon Road,535426.184,176099.811,S,11,2015,1879,82,1631,3,150,8,2,2,165,n/a,n/a,21.0,25.3,,,,,,,,,,,,
20MPH144,Gibbon Road,535426.184,176099.811,N,11,2015,1605,75,1298,5,170,42,11,3,232,n/a,n/a,20.5,25.5,,,,,,,,,,,,
AMH150,Gibbon Road,535446.000,176014.000,S,10,2016,2316,210,1957,9,126,6,8,3,152,191,21,14.3,17.0,,,,,,,,,,,,
AMH150,Gibbon Road,535446.000,176014.000,N,10,2016,2266,209,1913,8,116,8,9,3,144,190,31,14.3,17.0,,,,,,,,,,,,
20MPH62,Gipsy Hill,533272.978,171421.680,S,11,2015,3777,169,3306,15,220,40,20,6,302,n/a,n/a,23.1,28.4,,,,,,,,,,,,
20MPH62,Gipsy Hill,533272.978,171421.680,N,11,2015,4355,238,3753,23,230,49,51,11,364,n/a,n/a,24.9,30.0,,,,,,,,,,,,
AMH169,Glengall Road,533916.554,177883.791,N,10,2017,1712,457,1113,2,106,5,24,4,141,416,40,19.5,25.3,,,,,,,,,,,,
AMH169,Glengall Road,533916.554,177883.791,S,10,2017,1322,431,765,2,80,5,32,6,125,385,45,18.6,25.3,,,,,,,,,,,,
20MPH70,Glengarry Road,533436.197,174804.272,W,5,2013,106,3,93,0,10,0,0,0,10,n/a,n/a,16.2,21.0,,,,,,,,,,,,
20MPH70,Glengarry Road,533436.197,174804.272,W,11,2015,151,4,134,0,14,0,0,0,14,n/a,n/a,15.4,19.9,,,,,,,,,,,,
20MPH70,Glengarry Road,533436.197,174804.272,E,5,2013,59,3,50,0,6,0,0,0,6,n/a,n/a,15.6,19.7,,,,,,,,,,,,
20MPH70,Glengarry Road,533436.197,174804.272,E,11,2015,85,3,74,0,7,1,0,0,8,n/a,n/a,14.7,18.6,,,,,,,,,,,,
AMH157,Globe Pond Road,536164.450,180260.150,N,10,2010,195,5,178,0,11,1,0,0,12,n/a,n/a,18.0,22.1,,,,,,,,,,,,
AMH157,Globe Pond Road,536164.450,180260.150,S,10,2010,218,5,198,0,15,0,0,0,15,n/a,n/a,19.0,23.7,,,,,,,,,,,,
LBS69,Goldsmith Road,534304.540,176933.900,E,4,2013,3258,189,2820,20,166,57,6,10,259,n/a,n/a,20.7,24.4,,,,,,,,,,,,
LBS69,Goldsmith Road,534304.540,176933.900,W,4,2013,1837,137,1570,4,90,30,4,2,130,n/a,n/a,21.3,25.7,,,,,,,,,,,,
PR45,Gomm Road,535263.000,179184.000,E,7,2017,323,125,176,0,17,0,3,1,22,n/a,n/a,14.8,16.1,,,,,,,,,,,,
PR45,Gomm Road,535263.000,179184.000,W,7,2017,335,137,176,0,16,1,4,1,22,n/a,n/a,13.8,14.8,,,,,,,,,,,,
FRIERN4,Goodrich Road,534190.332,174229.886,E,4,2017,1159,91,1001,0,67,0,0,0,67,n/a,n/a,18.3,21.5,,,,,,,,,,,,
FRIERN4,Goodrich Road,534190.332,174229.886,W,4,2017,788,75,671,0,42,0,0,0,42,n/a,n/a,18.2,21.3,,,,,,,,,,,,
AMH94,Gowlett Road,534172.127,175543.231,N,10,2015,354,39,291,0,15,6,3,0,24,n/a,n/a,19.7,25.3,,,,,,,,,,,,
AMH94,Gowlett Road,534172.127,175543.231,S,10,2015,290,32,240,0,17,1,0,0,18,n/a,n/a,20.1,25.9,,,,,,,,,,,,
PMC31,Gowlett Road,534205.270,175463.420,N,3,2010,504,13,468,0,23,0,0,0,23,n/a,n/a,14.4,17.6,,,,,,,,,,,,
PMC32,Gowlett Road,534205.270,175463.420,S,3,2010,383,6,333,0,42,2,0,0,44,n/a,n/a,15.4,18.7,,,,,,,,,,,,
LBS37,Grange Road,533330.030,179242.020,E,4,2010,3003,378,2268,26,298,10,23,20,377,n/a,n/a,21.3,26.2,,,,,,,,,,,,
LBS37,Grange Road,533330.030,179242.020,E,4,2012,5402,533,4330,26,467,20,26,26,565,n/a,n/a,21.4,26.2,,,,,,,,,,,,
LBS37,Grange Road,533330.030,179242.020,W,4,2010,3007,273,2253,15,419,23,24,23,504,n/a,n/a,18.7,24.6,,,,,,,,,,,,
LBS37,Grange Road,533330.030,179242.020,W,4,2012,5949,387,4718,21,749,43,31,30,874,n/a,n/a,18.3,24.4,,,,,,,,,,,,
LBS44,Grange Road,533682.950,179017.920,E,4,2010,6844,573,5139,38,1041,21,32,26,1158,n/a,n/a,25.7,30.4,,,,,,,,,,,,
LBS44,Grange Road,533682.950,179017.920,E,4,2012,5100,300,4000,20,760,7,13,16,816,n/a,n/a,24.9,29.3,,,,,,,,,,,,
LBS44,Grange Road,533682.950,179017.920,W,4,2010,5400,248,4393,44,666,30,19,19,778,n/a,n/a,25.2,29.3,,,,,,,,,,,,
LBS44,Grange Road,533682.950,179017.920,W,4,2012,5884,185,4730,25,885,20,17,22,969,n/a,n/a,22.4,27.1,,,,,,,,,,,,
20MPH92,Grange Road,533772.266,178943.677,S,5,2013,6452,376,5158,44,798,28,19,29,918,n/a,n/a,20.4,24.4,,,,,,,,,,,,
20MPH92,Grange Road,533772.266,178943.677,S,11,2015,6514,484,5493,26,437,26,24,23,537,n/a,n/a,20.3,25.3,,,,,,,,,,,,
20MPH92,Grange Road,533772.266,178943.677,N,5,2013,5566,358,4501,48,604,38,17,27,734,n/a,n/a,20.9,24.8,,,,,,,,,,,,
20MPH92,Grange Road,533772.266,178943.677,N,11,2015,7589,557,6200,50,682,28,30,41,832,n/a,n/a,20.0,23.9,,,,,,,,,,,,
20MPH7,Gray Street,531445.831,179701.990,S,11,2015,692,87,482,1,106,13,3,1,123,n/a,n/a,14.8,18.1,,,,,,,,,,,,
20MPH7,Gray Street,531445.831,179701.990,N,11,2015,1332,107,1066,1,143,9,5,2,159,n/a,n/a,15.2,18.3,,,,,,,,,,,,
LBS9,Great Guildford Street,532125.370,180270.090,N,4,2013,738,264,329,2,127,6,8,2,145,n/a,n/a,16.9,21.7,,,,,,,,,,,,
LBS9,Great Guildford Street,532125.370,180270.090,S,4,2013,1124,269,647,2,187,10,7,2,208,n/a,n/a,19.1,25.3,,,,,,,,,,,,
BBC1,Great Guildford Street,532171.100,180145.193,N,10,2015,1501,401,910,7,157,4,16,5,189,n/a,n/a,16.8,21.5,,,,,,,,,,,,
BBC1,Great Guildford Street,532171.100,180145.193,S,10,2015,1304,306,853,5,122,6,8,4,145,n/a,n/a,15.6,19.9,,,,,,,,,,,,
BBC2,Great Suffolk Street,531873.437,179983.020,N,10,2015,2053,347,1500,6,167,10,17,6,206,n/a,n/a,15.3,20.8,,,,,,,,,,,,
BBC2,Great Suffolk Street,531873.437,179983.020,S,10,2015,2207,373,1572,8,212,18,18,6,262,n/a,n/a,17.1,22.4,,,,,,,,,,,,
MIX2,Great Suffolk Street,532199.450,179645.440,N,4,2013,504,145,304,1,46,2,6,2,57,n/a,n/a,18.3,23.7,,,,,,,,,,,,
MIX2,Great Suffolk Street,532199.450,179645.440,S,1,2012,861,300,474,1,62,5,17,3,87,n/a,n/a,16.6,21.6,,,,,,,,,,,,
MIX2,Great Suffolk Street,532199.450,179645.440,S,1,2012,1385,323,892,4,140,12,11,3,170,n/a,n/a,17.8,23.8,,,,,,,,,,,,
MIX2,Great Suffolk Street,532199.450,179645.440,S,4,2013,770,255,437,2,61,2,13,4,82,n/a,n/a,17.9,23.7,,,,,,,,,,,,
AMH15,Great Suffolk Street ,531857.110,180102.250,N,10,2010,1541,222,1152,5,141,7,14,4,171,n/a,n/a,17.1,21.0,,,,,,,,,,,,
AMH15,Great Suffolk Street ,531857.110,180102.250,S,10,2010,3237,272,2618,13,300,11,15,8,347,n/a,n/a,17.7,22.1,,,,,,,,,,,,
MIX2,Great Suffolk Street ,532199.450,179645.440,N,10,2010,1475,398,923,3,121,6,21,3,154,n/a,n/a,18.7,24.2,,,,,,,,,,,,
MIX2,Great Suffolk Street ,532199.450,179645.440,S,10,2010,1608,399,1012,5,171,5,16,5,202,n/a,n/a,18.5,24.6,,,,,,,,,,,,
AMH181,Green Hundred Road,534458.107,177643.999,N,10,2017,651,99,513,1,36,1,1,0,39,64,35,17.6,22.8,,,,,,,,,,,,
AMH181,Green Hundred Road,534458.107,177643.999,S,10,2017,719,95,585,1,35,1,1,0,38,62,33,17.3,22.0,,,,,,,,,,,,
MIX55,Grove Hill,533250.189,175799.307,E,10,2015,4042,268,3557,19,170,14,14,11,228,n/a,n/a,18.9,22.6,,,,,,,,,,,,
MIX55,Grove Hill,533250.189,175799.307,N,12,2016,3434,186,3030,9,183,13,10,3,218,113,73,19.3,23.4,,,,,,,,,,,,
MIX55,Grove Hill,533250.189,175799.307,W,10,2015,3741,348,3161,14,139,30,31,18,232,n/a,n/a,14.4,19.5,,,,,,,,,,,,
MIX55,Grove Hill,533250.189,175799.307,S,12,2016,2792,304,2316,7,128,17,15,5,172,225,79,14.6,19.1,,,,,,,,,,,,
MIX36,Grove Lane,532908.175,176362.776,N,5,2013,785,83,656,1,41,2,2,0,46,n/a,n/a,19.0,23.9,,,,,,,,,,,,
MIX36,Grove Lane,532908.175,176362.776,N,11,2015,532,105,385,1,39,1,2,0,42,n/a,n/a,17.7,22.4,,,,,,,,,,,,
MIX36,Grove Lane,532908.175,176362.776,N,12,2016,629,111,489,2,24,0,2,0,28,86,25,18.7,23.0,,,,,,,,,,,,
MIX36,Grove Lane,532908.175,176362.776,S,5,2013,852,55,751,1,39,5,1,0,46,n/a,n/a,17.9,21.7,,,,,,,,,,,,
