date,wz11cd,population_all_usual_residents,area_hectares,density_ppl_per_ha
2011,E33009814,590,23.05,25.6
2011,E33009815,278,28.91,9.6
2011,E33009816,525,25.94,20.2
2011,E33009817,316,151.57,2.1
2011,E33009818,680,97.17,7
2011,E33009819,213,16.29,13.1
2011,E33009820,1226,36.8,33.3
2011,E33009821,916,37.95,24.1
2011,E33009822,246,18.54,13.3
2011,E33009887,641,7.88,81.3
2011,E33010523,239,8.87,26.9
2011,E33010524,498,7.3,68.2
2011,E33010525,230,20.67,11.1
2011,E33010526,151,8.81,17.1
2011,E33010527,1205,86.7,13.9
2011,E33012792,261,18.22,14.3
2011,E33012793,634,65.93,9.6
2011,E33012794,440,70.6,6.2
2011,E33012795,254,24.14,10.5
2011,E33012796,534,94.64,5.6
2011,E33012797,309,97.26,3.2
2011,E33012798,263,20.51,12.8
2011,E33012799,343,23.61,14.5
2011,E33012800,270,27.69,9.8
2011,E33012801,325,17.03,19.1
2011,E33012802,279,54.39,5.1
2011,E33012803,409,36.13,11.3
2011,E33012804,288,34.12,8.4
2011,E33009824,216,12.07,17.9
2011,E33009825,357,3.38,105.6
2011,E33009826,261,6.52,40
2011,E33009844,630,13.22,47.7
2011,E33009866,5373,10.53,510.3
2011,E33012805,308,22.19,13.9
2011,E33012806,265,18.46,14.4
2011,E33012807,527,38.9,13.5
2011,E33012808,296,16.6,17.8
2011,E33012809,248,19.21,12.9
2011,E33012810,259,13.72,18.9
2011,E33012811,300,19.77,15.2
2011,E33012812,291,23.52,12.4
2011,E33012813,526,34.16,15.4
2011,E33012814,299,22.53,13.3
2011,E33012815,324,34.85,9.3
2011,E33012816,426,11.59,36.8
2011,E33009792,471,3.75,125.6
2011,E33009793,1480,15.85,93.4
2011,E33009794,208,4.29,48.5
2011,E33009795,241,10.68,22.6
2011,E33009796,233,5.58,41.8
2011,E33009797,285,5.44,52.4
2011,E33009800,332,4.35,76.3
2011,E33009801,539,7.46,72.3
2011,E33009802,539,4.78,112.8
2011,E33012817,319,17.48,18.2
2011,E33012818,478,26.65,17.9
2011,E33012819,464,11.97,38.8
2011,E33012820,358,11.49,31.2
2011,E33012821,675,29.25,23.1
2011,E33012822,394,14.15,27.8
2011,E33012823,275,12.47,22.1
2011,E33012824,237,6.66,35.6
2011,E33012825,466,19.97,23.3
2011,E33012826,864,43.65,19.8
2011,E33012827,454,14.03,32.4
2011,E33012828,330,53.55,6.2
2011,E33012829,347,12.84,27
2011,E33012830,327,32.12,10.2
2011,E33012831,340,50.21,6.8
2011,E33012832,293,14.15,20.7
2011,E33012833,298,43.08,6.9
2011,E33012834,388,42.98,9
2011,E33009823,565,19.79,28.5
2011,E33009827,654,12.92,50.6
2011,E33009828,1021,15.4,66.3
2011,E33009829,225,14.65,15.4
2011,E33009830,209,19.71,10.6
2011,E33009831,309,1.88,164.4
2011,E33009832,233,0.85,274.1
2011,E33009833,226,2.17,104.1
2011,E33009834,322,6.15,52.4
2011,E33009835,978,3.63,269.4
2011,E33009836,273,6.28,43.5
2011,E33009837,212,5.53,38.3
2011,E33009838,538,1.78,302.2
2011,E33009839,1578,7.04,224.1
2011,E33009840,240,1.07,224.3
2011,E33009841,366,4.08,89.7
2011,E33009842,485,3.15,154
2011,E33009843,239,3.7,64.6
2011,E33009845,331,8.03,41.2
2011,E33009846,616,1.25,492.8
2011,E33009847,336,2.24,150
2011,E33009848,250,1.31,190.8
2011,E33009849,681,0.77,884.4
2011,E33009850,441,1.89,233.3
2011,E33009851,895,1.17,765
2011,E33009852,209,0.67,311.9
2011,E33009853,385,0.77,500
2011,E33009854,413,1.58,261.4
2011,E33009855,614,2.05,299.5
2011,E33009856,266,1.67,159.3
2011,E33009857,457,1.44,317.4
2011,E33009858,570,1.81,314.9
2011,E33009859,353,0.93,379.6
2011,E33009860,204,2.48,82.3
2011,E33009861,251,1.75,143.4
2011,E33009862,218,0.74,294.6
2011,E33009863,311,2.96,105.1
2011,E33009864,258,1.58,163.3
2011,E33009865,461,2.8,164.6
2011,E33010507,289,0.63,458.7
2011,E33010508,275,1.19,231.1
2011,E33010509,842,2.05,410.7
2011,E33010510,455,1.7,267.6
2011,E33010511,386,0.71,543.7
2011,E33010512,213,0.56,380.4
2011,E33010513,272,0.25,1088
2011,E33010514,231,1.1,210
2011,E33010515,300,1.06,283
2011,E33010516,313,0.55,569.1
2011,E33010517,307,0.89,344.9
2011,E33010518,350,0.27,1296.3
2011,E33010519,202,0.46,439.1
2011,E33010520,320,2.12,150.9
2011,E33010521,307,3.09,99.4
2011,E33010522,769,4.44,173.2
2011,E33010529,209,0.7,298.6
2011,E33010530,609,3.55,171.5
2011,E33010531,616,5.7,108.1
2011,E33010532,257,6.27,41
2011,E33010533,610,4.43,137.7
2011,E33010534,354,2.21,160.2
2011,E33012835,853,21.15,40.3
2011,E33012836,401,12.8,31.3
2011,E33012837,623,21.54,28.9
2011,E33012838,465,16.33,28.5
2011,E33012839,1407,12.57,111.9
2011,E33012840,591,12.4,47.7
2011,E33012841,250,6.49,38.5
2011,E33012842,1159,13.19,87.9
2011,E33009867,795,42.71,18.6
2011,E33009871,275,5.8,47.4
2011,E33009872,313,51.84,6
2011,E33009873,909,20.58,44.2
2011,E33009874,306,7.48,40.9
2011,E33009875,838,31.73,26.4
2011,E33009876,645,9.52,67.8
2011,E33009877,471,13.9,33.9
2011,E33009878,209,5.84,35.8
2011,E33009879,493,4.33,113.9
2011,E33009880,295,3.09,95.5
2011,E33009881,212,4.28,49.5
2011,E33009882,238,5.94,40.1
2011,E33009883,337,4.98,67.7
2011,E33009884,237,5.76,41.1
2011,E33009885,259,3.39,76.4
2011,E33009886,219,3.76,58.2
2011,E33012843,411,20.25,20.3
2011,E33012844,256,26.27,9.7
2011,E33012845,253,11.95,21.2
2011,E33012846,284,15.61,18.2
2011,E33012847,416,15.17,27.4
2011,E33009870,746,8.33,89.6
2011,E33012848,259,50.5,5.1
2011,E33012849,279,83.24,3.4
2011,E33012850,309,59.73,5.2
2011,E33012851,446,17.17,26
2011,E33009869,1928,72.93,26.4
2011,E33013848,266,71.34,3.7
2011,E33013849,700,32.95,21.2
2011,E33013850,642,56.94,11.3
2011,E33013851,496,52.62,9.4
2011,E33009971,228,67.24,3.4
2011,E33009972,374,85.01,4.4
2011,E33009973,327,90.2,3.6
2011,E33009974,376,47.01,8
2011,E33009975,319,62.68,5.1
2011,E33009976,210,21.43,9.8
2011,E33009977,1122,77.83,14.4
2011,E33009978,337,107.24,3.1
2011,E33009979,442,6.12,72.2
2011,E33009980,200,34.71,5.8
2011,E33013077,264,1109.24,0.2
2011,E33013078,351,265.36,1.3
2011,E33013079,330,170.24,1.9
2011,E33013080,357,26.14,13.7
2011,E33013081,455,124.13,3.7
2011,E33013082,401,35.37,11.3
2011,E33009947,213,3.67,58
2011,E33009948,336,16.1,20.9
2011,E33009949,247,3.69,66.9
2011,E33009950,559,8.16,68.5
2011,E33009951,198,21.83,9.1
2011,E33009952,1447,46.89,30.9
2011,E33009953,242,8.07,30
2011,E33009954,287,1.86,154.3
2011,E33009955,1116,14.01,79.7
2011,E33009956,200,2.62,76.3
2011,E33009957,289,1.66,174.1
2011,E33009958,281,4.63,60.7
2011,E33009959,500,3.07,162.9
2011,E33009960,510,2.47,206.5
2011,E33009961,342,3.38,101.2
2011,E33013083,451,39.63,11.4
2011,E33013084,602,17.12,35.2
2011,E33013085,291,15.09,19.3
2011,E33009988,1397,40.91,34.1
2011,E33009989,274,4.13,66.3
2011,E33009990,264,20,13.2
2011,E33009991,349,1.54,226.6
2011,E33009992,938,1.45,646.9
2011,E33009993,560,9.23,60.7
2011,E33009994,385,51.66,7.5
2011,E33009995,715,9.41,76
2011,E33009996,325,3.35,97
2011,E33009997,404,3.23,125.1
2011,E33009998,239,0.69,346.4
2011,E33009999,259,11.38,22.8
2011,E33010000,512,1.21,423.1
2011,E33010001,559,5.47,102.2
2011,E33010002,295,1.68,175.6
2011,E33010003,567,3.76,150.8
2011,E33010004,203,0.97,209.3
2011,E33010005,372,0.62,600
2011,E33010006,284,1.66,171.1
2011,E33010007,339,2.36,143.6
2011,E33010008,279,0.84,332.1
2011,E33010009,642,2.06,311.7
2011,E33010010,238,3.84,62
2011,E33010011,232,6.78,34.2
2011,E33010012,566,1.09,519.3
2011,E33013086,262,67.42,3.9
2011,E33013087,543,54.47,10
2011,E33013088,318,32.93,9.7
2011,E33013089,424,20.35,20.8
2011,E33009962,1809,74.99,24.1
2011,E33009963,523,23.41,22.3
2011,E33009964,237,9.64,24.6
2011,E33009965,463,24.61,18.8
2011,E33009966,1432,111.79,12.8
2011,E33013090,315,55.48,5.7
2011,E33013091,564,87.7,6.4
2011,E33013092,388,21.68,17.9
2011,E33013093,370,25.71,14.4
2011,E33013094,521,45.44,11.5
2011,E33013095,532,54.91,9.7
2011,E33009981,343,1027.04,0.3
2011,E33009982,460,54.4,8.5
2011,E33009983,276,269.49,1
2011,E33009984,380,202.21,1.9
2011,E33009985,509,44.14,11.5
2011,E33010013,456,253.12,1.8
2011,E33010014,1177,284.84,4.1
2011,E33010015,469,191.23,2.5
2011,E33013096,837,705.42,1.2
2011,E33013097,330,313.41,1.1
2011,E33013098,334,324.67,1
2011,E33013099,281,1014.49,0.3
2011,E33009987,697,9.76,71.4
2011,E33013100,264,10.42,25.3
2011,E33013101,596,18.74,31.8
2011,E33013102,339,29.68,11.4
2011,E33013103,286,11.27,25.4
2011,E33013104,454,9.99,45.4
2011,E33013105,328,9.41,34.9
2011,E33013106,489,77.17,6.3
2011,E33013107,326,67.94,4.8
2011,E33013108,304,25.56,11.9
2011,E33013109,409,33.52,12.2
2011,E33013110,489,9.12,53.6
2011,E33013111,510,17.73,28.8
2011,E33013112,445,36.06,12.3
2011,E33013113,448,19.26,23.3
2011,E33013114,392,28.85,13.6
2011,E33013115,442,29.81,14.8
2011,E33009967,563,49.96,11.3
2011,E33009968,891,22.53,39.5
2011,E33013116,688,109.35,6.3
2011,E33013117,555,131.53,4.2
2011,E33013118,722,189.13,3.8
2011,E33013119,245,14.31,17.1
2011,E33013120,379,56.88,6.7
2011,E33013121,324,19.13,16.9
2011,E33013122,436,38.58,11.3
2011,E33013123,332,59.32,5.6
2011,E33013124,606,42.78,14.2
2011,E33009986,1063,16.06,66.2
2011,E33013125,349,32.4,10.8
2011,E33013126,553,123.3,4.5
2011,E33013127,2990,49.82,60
2011,E33013128,261,45.93,5.7
2011,E33013129,610,55.74,10.9
2011,E33013130,281,18.29,15.4
2011,E33009946,629,4.02,156.5
2011,E33013131,537,84.51,6.4
2011,E33013132,701,10.95,64
2011,E33013133,358,20.68,17.3
2011,E33013134,356,53.05,6.7
2011,E33013135,550,112.42,4.9
2011,E33013136,310,61.03,5.1
2011,E33013137,265,37.48,7.1
2011,E33013138,269,65.73,4.1
2011,E33013139,375,42.44,8.8
2011,E33013140,317,147.14,2.2
2011,E33013141,500,405,1.2
2011,E33013142,769,314.72,2.4
2011,E33013143,325,124.78,2.6
2011,E33013144,590,88.83,6.6
2011,E33013145,431,67,6.4
2011,E33009969,617,17.04,36.2
2011,E33009970,1068,92.08,11.6
2011,E33013146,288,443.05,0.7
2011,E33013147,377,76.19,4.9
2011,E33013148,367,272.83,1.3
2011,E33013149,261,335.34,0.8
2011,E33013150,315,5208.12,0.1
2011,E33013151,275,1105.07,0.2
2011,E33013152,769,235.88,3.3
2011,E33013153,428,111.47,3.8
2011,E33010016,734,144.91,5.1
2011,E33013154,485,58.09,8.3
2011,E33013155,380,78.75,4.8
2011,E33013156,456,19.13,23.8
2011,E33013157,347,1929.54,0.2
2011,E33013158,402,61.28,6.6
2011,E33013159,235,23.43,10
2011,E33013160,379,13.53,28
2011,E33013161,599,234.19,2.6
2011,E33013162,423,743.18,0.6
2011,E33013163,308,794.44,0.4
2011,E33013164,519,2320.8,0.2
2011,E33013165,445,506.62,0.9
2011,E33013166,417,72.41,5.8
2011,E33013167,454,1179.76,0.4
2011,E33013168,561,2955.24,0.2
2011,E33010035,677,529.57,1.3
2011,E33010036,1071,286.21,3.7
2011,E33010633,252,416.64,0.6
2011,E33010634,1518,194.69,7.8
2011,E33010635,228,437.31,0.5
2011,E33013169,350,1671.54,0.2
2011,E33013170,275,1417.84,0.2
2011,E33013171,793,1822.87,0.4
2011,E33013172,313,106.9,2.9
2011,E33013173,258,1546.44,0.2
2011,E33013174,460,2976.52,0.2
2011,E33013175,448,93.8,4.8
2011,E33010026,631,339.55,1.9
2011,E33010027,1009,516.55,2
2011,E33013176,1130,524.48,2.2
2011,E33013177,541,2672.75,0.2
2011,E33013178,392,36.77,10.7
2011,E33013179,359,399.37,0.9
2011,E33013180,404,1185.91,0.3
2011,E33013181,357,267.56,1.3
2011,E33013182,770,2700.58,0.3
2011,E33013183,282,659.05,0.4
2011,E33013184,423,1196.55,0.4
2011,E33013185,353,4499.8,0.1
2011,E33010028,489,52.84,9.3
2011,E33010029,431,24.42,17.6
2011,E33010030,623,122.73,5.1
2011,E33010031,648,49.31,13.1
2011,E33010032,1598,26.84,59.5
2011,E33010033,643,130.27,4.9
2011,E33010034,1467,77.49,18.9
2011,E33010047,568,24.79,22.9
2011,E33010048,216,9.79,22.1
2011,E33010049,441,3.1,142.3
2011,E33013186,582,44.78,13
2011,E33013187,604,9.54,63.3
2011,E33013188,353,91.71,3.8
2011,E33013189,292,24.7,11.8
2011,E33013190,695,288.37,2.4
2011,E33010050,1504,6.45,233.2
2011,E33010051,293,4.47,65.5
2011,E33010052,264,3.05,86.6
2011,E33010636,209,2.43,86
2011,E33010637,207,1.7,121.8
2011,E33010638,353,1.99,177.4
2011,E33010639,219,1.5,146
2011,E33010640,341,2.01,169.7
2011,E33010641,255,1.48,172.3
2011,E33010642,243,0.97,250.5
2011,E33010643,284,3.33,85.3
2011,E33010644,264,1.13,233.6
2011,E33010645,376,3.79,99.2
2011,E33010646,358,2.4,149.2
2011,E33013191,437,12.59,34.7
2011,E33013192,835,40.7,20.5
2011,E33013193,305,43.2,7.1
2011,E33013194,293,14.91,19.7
2011,E33013195,297,9.45,31.4
2011,E33013196,321,45.56,7
2011,E33013197,277,68.02,4.1
2011,E33013198,277,36.44,7.6
2011,E33013199,2684,37.23,72.1
2011,E33010037,4009,256.04,15.7
2011,E33010038,704,22.95,30.7
2011,E33010039,1176,8.98,131
2011,E33010040,627,24.91,25.2
2011,E33010041,530,9.39,56.4
2011,E33010042,210,13.03,16.1
2011,E33010043,433,458.68,0.9
2011,E33010044,348,37.95,9.2
2011,E33013200,330,59.49,5.5
2011,E33013201,353,23.5,15
2011,E33013202,352,34.55,10.2
2011,E33013203,564,26.15,21.6
2011,E33010019,251,7.85,32
2011,E33010020,581,31.19,18.6
2011,E33010021,255,15.09,16.9
2011,E33010022,327,2.05,159.5
2011,E33010023,270,2.65,101.9
2011,E33010024,315,2.56,123
2011,E33010025,779,1680.74,0.5
2011,E33013204,263,1059.57,0.2
2011,E33013205,763,118.09,6.5
2011,E33013206,381,4830.98,0.1
2011,E33013207,567,147.87,3.8
2011,E33013208,535,73.72,7.3
2011,E33010045,1019,48.91,20.8
2011,E33010046,822,70,11.7
2011,E33013209,293,43.57,6.7
2011,E33013210,508,141.41,3.6
2011,E33013211,382,341.92,1.1
2011,E33013212,308,66.84,4.6
2011,E33013213,365,2177.18,0.2
2011,E33013214,477,4221.78,0.1
2011,E33013215,397,47.32,8.4
2011,E33013216,355,39.67,8.9
2011,E33013217,356,54.4,6.5
2011,E33013218,240,39.24,6.1
2011,E33013219,323,29.09,11.1
2011,E33013220,811,117.48,6.9
2011,E33013221,396,42.18,9.4
2011,E33013222,912,98.29,9.3
2011,E33013223,313,76.41,4.1
2011,E33013224,251,45.05,5.6
2011,E33013225,594,24.44,24.3
2011,E33013226,399,13.76,29
2011,E33013227,330,52.08,6.3
2011,E33013228,481,104.13,4.6
2011,E33013229,290,64.51,4.5
2011,E33013230,370,40.99,9
2011,E33010017,346,333.61,1
2011,E33010018,409,15.11,27.1
2011,E33013231,418,101.95,4.1
2011,E33013232,310,51.05,6.1
2011,E33013233,378,96.89,3.9
2011,E33013234,245,95.49,2.6
2011,E33013235,311,80.29,3.9
2011,E33013236,781,2743.63,0.3
2011,E33013237,429,753.35,0.6
2011,E33013238,573,1929.58,0.3
2011,E33013239,327,47.51,6.9
2011,E33013240,266,403.58,0.7
2011,E33013241,267,128.3,2.1
2011,E33013242,453,5038.42,0.1
2011,E33013243,309,155.53,2
2011,E33013244,270,838.79,0.3
2011,E33013245,567,1732.11,0.3
2011,E33013246,300,908.29,0.3
2011,E33013247,345,1272.9,0.3
2011,E33013248,267,2603.49,0.1
2011,E33013249,443,864.63,0.5
2011,E33013250,227,611.6,0.4
2011,E33013251,374,1967.89,0.2
2011,E33013252,425,369.84,1.1
2011,E33013253,269,720.02,0.4
2011,E33013254,254,890.09,0.3
2011,E33013255,335,3968.71,0.1
2011,E33013256,657,762.06,0.9
2011,E33013257,316,191.81,1.6
2011,E33013258,402,1059.35,0.4
2011,E33013259,276,47.68,5.8
2011,E33013260,270,44.07,6.1
2011,E33013261,548,56.04,9.8
2011,E33013262,333,692.81,0.5
2011,E33013263,378,41.21,9.2
2011,E33013264,410,722,0.6
2011,E33013265,384,98.44,3.9
2011,E33010103,527,13.44,39.2
2011,E33013266,243,104.02,2.3
2011,E33013267,330,73.45,4.5
2011,E33013268,489,200.64,2.4
2011,E33013269,252,42.96,5.9
2011,E33010104,275,8.23,33.4
2011,E33010105,831,11.84,70.2
2011,E33010106,422,23.77,17.8
2011,E33010107,1737,349.99,5
2011,E33010108,852,59.34,14.4
2011,E33010109,814,23.39,34.8
2011,E33013270,488,43.87,11.1
2011,E33013271,274,72.63,3.8
2011,E33013272,340,29.63,11.5
2011,E33010124,422,4.27,98.8
2011,E33010125,401,6.02,66.6
2011,E33010126,341,39.88,8.6
2011,E33010127,237,74.13,3.2
2011,E33010128,355,6.49,54.7
2011,E33010129,324,4.2,77.1
2011,E33010130,337,3.12,108
2011,E33010131,296,3.85,76.9
2011,E33010132,373,10.32,36.1
2011,E33010133,848,6.65,127.5
2011,E33010134,205,1.95,105.1
2011,E33010135,707,12.62,56
2011,E33013273,287,38.43,7.5
2011,E33013274,598,105.96,5.6
2011,E33013275,270,22.35,12.1
2011,E33013276,536,980.63,0.5
2011,E33013277,536,40.37,13.3
2011,E33010123,454,95.12,4.8
2011,E33013278,463,95.12,4.9
2011,E33013279,570,23.96,23.8
2011,E33013280,289,39.79,7.3
2011,E33013281,429,45.47,9.4
2011,E33013282,418,22.71,18.4
2011,E33013283,230,8.71,26.4
2011,E33013284,260,80.61,3.2
2011,E33010136,375,1027.24,0.4
2011,E33013285,308,353.71,0.9
2011,E33013286,310,77.8,4
2011,E33013287,269,42.74,6.3
2011,E33013288,451,295.51,1.5
2011,E33013289,417,25.9,16.1
2011,E33013290,3943,21.25,185.6
2011,E33013291,287,20.15,14.2
2011,E33013292,301,40.49,7.4
2011,E33013293,329,28.48,11.6
2011,E33013294,257,20.17,12.7
2011,E33013295,372,46.2,8.1
2011,E33013296,443,23.44,18.9
2011,E33013297,865,19.99,43.3
2011,E33013298,246,11.92,20.6
2011,E33013299,1942,48.4,40.1
2011,E33010116,540,690.16,0.8
2011,E33010117,216,396.24,0.5
2011,E33010118,461,65.26,7.1
2011,E33010119,528,21.79,24.2
2011,E33010120,222,31.08,7.1
2011,E33010121,279,35.3,7.9
2011,E33010122,301,1003.79,0.3
2011,E33013300,298,108.32,2.8
2011,E33013301,269,750.16,0.4
2011,E33013302,257,175.88,1.5
2011,E33013303,692,751.42,0.9
2011,E33013304,398,60.96,6.5
2011,E33013305,478,66.11,7.2
2011,E33013306,386,58.54,6.6
2011,E33013307,406,43.13,9.4
2011,E33013308,232,38.26,6.1
2011,E33010065,206,5.24,39.3
2011,E33010066,293,2.71,108.1
2011,E33010067,436,7.11,61.3
2011,E33010068,360,1.02,352.9
2011,E33010069,259,5.01,51.7
2011,E33010070,449,1.79,250.8
2011,E33010071,351,0.7,501.4
2011,E33010072,469,0.59,794.9
2011,E33010073,329,1,329
2011,E33010074,643,0.64,1004.7
2011,E33010075,287,0.58,494.8
2011,E33010076,750,1.33,563.9
2011,E33010077,235,11.17,21
2011,E33010078,293,1.01,290.1
2011,E33010079,331,1.16,285.3
2011,E33010080,404,0.54,748.1
2011,E33010081,616,1.21,509.1
2011,E33010082,968,3.44,281.4
2011,E33010083,386,6.29,61.4
2011,E33010084,469,0.83,565.1
2011,E33010085,254,1.88,135.1
2011,E33010086,226,0.73,309.6
2011,E33010087,229,0.53,432.1
2011,E33010088,266,0.82,324.4
2011,E33010089,274,1,274
2011,E33010090,199,0.84,236.9
2011,E33010091,429,1.01,424.8
2011,E33010092,287,1.17,245.3
2011,E33010093,416,1.02,407.8
2011,E33010094,200,0.45,444.4
2011,E33010095,350,0.78,448.7
2011,E33010096,200,0.75,266.7
2011,E33010097,436,0.47,927.7
2011,E33010098,366,2.55,143.5
2011,E33010099,440,0.99,444.4
2011,E33010100,487,3.38,144.1
2011,E33010112,531,3.19,166.5
2011,E33010487,1156,8.71,132.7
2011,E33010488,554,2.6,213.1
2011,E33010489,518,1.45,357.2
2011,E33010490,272,1.08,251.9
2011,E33010491,515,5.27,97.7
2011,E33010492,1098,2.16,508.3
2011,E33010493,1147,0.84,1365.5
2011,E33010494,279,1.38,202.2
2011,E33010495,375,4.46,84.1
2011,E33010496,529,18.76,28.2
2011,E33010497,686,14,49
2011,E33010498,209,2.26,92.5
2011,E33010499,672,4.26,157.7
2011,E33010500,631,7.73,81.6
2011,E33010501,479,9.82,48.8
2011,E33013309,618,9.54,64.8
2011,E33013310,617,9.31,66.3
2011,E33013311,263,12.06,21.8
2011,E33013312,369,7.03,52.5
2011,E33013313,250,9.96,25.1
2011,E33013314,377,7.65,49.3
2011,E33013315,469,4.76,98.5
2011,E33013316,408,8.17,49.9
2011,E33013317,335,5.61,59.7
2011,E33013318,534,9.33,57.2
2011,E33013319,1122,9.96,112.7
2011,E33010113,394,288.58,1.4
2011,E33010114,236,12.49,18.9
2011,E33010115,679,14.01,48.5
2011,E33013320,281,235.24,1.2
2011,E33013321,339,41.91,8.1
2011,E33013322,440,41.95,10.5
2011,E33013323,329,22.09,14.9
2011,E33013324,349,57.96,6
2011,E33013325,314,40.72,7.7
2011,E33013326,259,32.1,8.1
2011,E33013327,308,15.11,20.4
2011,E33013328,1277,29.17,43.8
2011,E33013329,370,22.9,16.2
2011,E33013330,431,42.1,10.2
2011,E33013331,441,17.9,24.6
2011,E33013332,654,28.58,22.9
2011,E33013333,323,32.56,9.9
2011,E33010101,275,12.34,22.3
2011,E33010102,436,6.33,68.9
2011,E33010110,559,7.04,79.4
2011,E33010111,224,11.38,19.7
2011,E33013334,457,7.58,60.3
2011,E33013335,520,57.05,9.1
2011,E33013336,335,23.96,14
2011,E33013337,294,32.13,9.2
2011,E33013338,446,40.98,10.9
2011,E33013339,233,16.24,14.3
2011,E33013340,741,71.93,10.3
2011,E33013341,559,103.02,5.4
2011,E33010058,644,19.05,33.8
2011,E33010059,1133,9.96,113.8
2011,E33010060,738,7.94,92.9
2011,E33010061,284,2.03,139.9
2011,E33010062,920,9.39,98
2011,E33010063,217,8.15,26.6
2011,E33013342,488,22.94,21.3
2011,E33013343,519,21.19,24.5
2011,E33013344,247,20.32,12.2
2011,E33013345,309,48.98,6.3
2011,E33013346,609,79.39,7.7
2011,E33013347,283,20.01,14.1
2011,E33010053,289,252.82,1.1
2011,E33010054,254,787.34,0.3
2011,E33010055,550,30.11,18.3
2011,E33010137,850,588.56,1.4
2011,E33013348,206,1906.37,0.1
2011,E33013349,436,160.71,2.7
2011,E33013350,433,915.44,0.5
2011,E33013351,475,229.59,2.1
2011,E33013352,351,54.97,6.4
2011,E33013353,213,15.51,13.7
2011,E33013354,273,14.08,19.4
2011,E33013355,276,29.82,9.3
2011,E33013356,257,29.57,8.7
2011,E33010056,287,25.85,11.1
2011,E33010057,1444,33.97,42.5
2011,E33013357,337,113.38,3
2011,E33013358,289,45.52,6.3
2011,E33013359,404,122.29,3.3
2011,E33010064,1060,481.14,2.2
2011,E33010483,2716,50.56,53.7
2011,E33010484,205,12.52,16.4
2011,E33010485,800,5.47,146.3
2011,E33010486,456,23.56,19.4
2011,E33013360,517,1849.92,0.3
2011,E33013361,444,99.92,4.4
2011,E33013362,281,1176.34,0.2
2011,E33013363,242,1343.16,0.2
2011,E33013364,364,43.2,8.4
2011,E33013365,265,208.35,1.3
2011,E33013366,285,56.68,5
2011,E33013367,559,231.7,2.4
2011,E33013368,497,1422.24,0.3
2011,E33013369,315,909.27,0.3
2011,E33013370,250,71.36,3.5
2011,E33013371,317,2109.42,0.2
2011,E33013372,352,5537.55,0.1
2011,E33013373,270,3659.19,0.1
2011,E33013374,318,11426.32,0
2011,E33013375,583,103.42,5.6
2011,E33013376,393,275.97,1.4
2011,E33013377,240,7541.12,0
2011,E33013378,294,37.23,7.9
2011,E33013379,248,67.08,3.7
2011,E33013380,236,7685.19,0
2011,E33013381,316,3330.78,0.1
2011,E33013382,445,1555.44,0.3
2011,E33013383,1077,4042.63,0.3
2011,E33013384,277,17183.88,0
2011,E33013385,641,1753.08,0.4
2011,E33013386,530,3480.52,0.2
2011,E33013387,572,32.77,17.5
2011,E33013388,219,8479.12,0
2011,E33013389,589,1769.29,0.3
2011,E33013390,216,4522.51,0
2011,E33013391,419,1049.84,0.4
2011,E33010138,236,837.84,0.3
2011,E33013392,387,187.7,2.1
2011,E33013393,359,3386.01,0.1
2011,E33013394,266,8272.32,0
2011,E33013395,469,121.35,3.9
2011,E33013396,318,5230.88,0.1
2011,E33010139,247,2,123.5
2011,E33010140,250,2.38,105
2011,E33010141,212,1.07,198.1
2011,E33010142,181,11.27,16.1
2011,E33010143,230,2.21,104.1
2011,E33010144,230,0.91,252.7
2011,E33010145,248,1.46,169.9
2011,E33010146,214,1.44,148.6
2011,E33010147,222,10.44,21.3
2011,E33010148,245,1.75,140
2011,E33010149,483,3.28,147.3
2011,E33013397,588,9.67,60.8
2011,E33013398,290,462.7,0.6
2011,E33013399,367,10.75,34.1
2011,E33013400,313,44.15,7.1
2011,E33010150,969,113.99,8.5
2011,E33013401,426,12.56,33.9
2011,E33013402,1647,81.22,20.3
2011,E33013403,505,17.64,28.6
2011,E33013404,278,404.06,0.7
2011,E33013405,565,50.22,11.3
2011,E33013406,543,13.93,39
2011,E33010151,638,1677.28,0.4
2011,E33013407,281,633.59,0.4
2011,E33013408,355,2155.96,0.2
2011,E33013409,802,680.01,1.2
2011,E33013410,333,1909.93,0.2
2011,E33013411,445,1904.32,0.2
2011,E33013412,668,93.15,7.2
2011,E33013413,893,420.72,2.1
2011,E33013414,358,32.31,11.1
2011,E33013415,290,863.83,0.3
2011,E33013416,390,431.11,0.9
2011,E33013417,560,228.44,2.5
2011,E33013418,859,789.94,1.1
2011,E33010154,259,1054.96,0.2
2011,E33010155,869,14.55,59.7
2011,E33010177,740,17.14,43.2
2011,E33013419,320,583.68,0.5
2011,E33013420,346,20.2,17.1
2011,E33013421,790,898.15,0.9
2011,E33013422,696,159.83,4.4
2011,E33013423,257,5880.61,0
2011,E33010176,218,846.62,0.3
2011,E33013424,363,2410.96,0.2
2011,E33013425,255,7714.72,0
2011,E33013426,259,1085.36,0.2
2011,E33013427,321,3513.65,0.1
2011,E33013428,603,804.44,0.7
2011,E33013429,266,960.35,0.3
2011,E33013430,549,7528.34,0.1
2011,E33013431,438,8249.61,0.1
2011,E33013432,267,2890.16,0.1
2011,E33013433,212,1455.79,0.1
2011,E33013434,365,1497.43,0.2
2011,E33010160,321,14.63,21.9
2011,E33010161,1670,17.08,97.8
2011,E33010162,211,9.84,21.4
