date,wz11cd,population_all_usual_residents,area_hectares,density_ppl_per_ha
2011,E33025814,218,32.68,6.7
2011,E33025815,262,36.25,7.2
2011,E33025816,245,53.46,4.6
2011,E33025817,720,49.48,14.6
2011,E33025818,456,15.86,28.8
2011,E33025819,655,4.8,136.5
2011,E33025820,505,7.69,65.7
2011,E33025821,333,14.06,23.7
2011,E33025822,393,71.28,5.5
2011,E33025823,373,7.82,47.7
2011,E33025824,529,17.73,29.8
2011,E33025825,394,6.36,61.9
2011,E33023630,521,3.17,164.4
2011,E33023631,1229,6.11,201.1
2011,E33023632,481,5.74,83.8
2011,E33025826,425,15.77,26.9
2011,E33025827,307,10.7,28.7
2011,E33025828,261,10.93,23.9
2011,E33025829,267,9.79,27.3
2011,E33025830,257,9.78,26.3
2011,E33025831,628,11.82,53.1
2011,E33025832,557,12.44,44.8
2011,E33025833,254,9.15,27.8
2011,E33025834,402,28.74,14
2011,E33025835,658,16.48,39.9
2011,E33025836,291,15.25,19.1
2011,E33025837,347,13.85,25.1
2011,E33025838,369,35.09,10.5
2011,E33025839,351,29.99,11.7
2011,E33025840,294,9.4,31.3
2011,E33024913,651,3.96,164.4
2011,E33025841,360,32.07,11.2
2011,E33025842,418,23.31,17.9
2011,E33025843,740,21.56,34.3
2011,E33025844,342,27.58,12.4
2011,E33025845,305,62.61,4.9
2011,E33025846,545,6.83,79.8
2011,E33025847,479,15.1,31.7
2011,E33023591,1069,143.83,7.4
2011,E33025848,262,46.97,5.6
2011,E33025849,274,33.51,8.2
2011,E33025850,921,56.57,16.3
2011,E33025851,284,47.53,6
2011,E33025852,302,39.74,7.6
2011,E33023640,1498,2.43,616.5
2011,E33023641,243,3.29,73.9
2011,E33023642,410,3.66,112
2011,E33023643,266,1.12,237.5
2011,E33023644,865,26.72,32.4
2011,E33024891,459,2.37,193.7
2011,E33024892,550,4.25,129.4
2011,E33024893,555,2.94,188.8
2011,E33024894,630,1.51,417.2
2011,E33024895,498,2.49,200
2011,E33024911,403,9.3,43.3
2011,E33024912,349,28.69,12.2
2011,E33024914,442,4.41,100.2
2011,E33024915,465,2.12,219.3
2011,E33024916,972,7.74,125.6
2011,E33025853,404,262.72,1.5
2011,E33025854,633,259.81,2.4
2011,E33025855,442,13.9,31.8
2011,E33025856,213,13.11,16.2
2011,E33025857,743,7.89,94.2
2011,E33025858,608,72.19,8.4
2011,E33023633,219,21.48,10.2
2011,E33023634,335,2.65,126.4
2011,E33023635,299,18.09,16.5
2011,E33023636,3200,4.11,778.6
2011,E33023637,283,79,3.6
2011,E33023638,7337,52.97,138.5
2011,E33023639,877,2.4,365.4
2011,E33025859,327,90.16,3.6
2011,E33025860,890,52.9,16.8
2011,E33025861,315,49.86,6.3
2011,E33025862,279,13.61,20.5
2011,E33025863,267,48.5,5.5
2011,E33025864,458,16.19,28.3
2011,E33023658,652,2191.03,0.3
2011,E33025865,289,3352.86,0.1
2011,E33025866,306,138.94,2.2
2011,E33025867,257,1506.88,0.2
2011,E33025868,514,127.59,4
2011,E33025869,500,83.7,6
2011,E33025870,319,1796.09,0.2
2011,E33025871,426,2517.04,0.2
2011,E33025872,601,326.32,1.8
2011,E33025873,432,5457.16,0.1
2011,E33025874,319,271.45,1.2
2011,E33025875,308,61.22,5
2011,E33025876,287,44.36,6.5
2011,E33025877,552,10.74,51.4
2011,E33025878,499,726.39,0.7
2011,E33025879,259,95.45,2.7
2011,E33025880,371,34.62,10.7
2011,E33025881,326,27.96,11.7
2011,E33025882,400,46.04,8.7
2011,E33023647,590,5.87,100.5
2011,E33023648,302,7.98,37.8
2011,E33023649,214,8.09,26.5
2011,E33023650,824,58.19,14.2
2011,E33023651,661,9.79,67.5
2011,E33023652,348,1.49,233.6
2011,E33023653,214,3.88,55.2
2011,E33023654,204,1.73,117.9
2011,E33023655,500,1.64,304.9
2011,E33025072,944,401.97,2.3
2011,E33025883,360,1635.77,0.2
2011,E33025884,317,99,3.2
2011,E33025885,249,62.11,4
2011,E33025886,528,2551.9,0.2
2011,E33025887,693,26.15,26.5
2011,E33025888,381,1779.3,0.2
2011,E33025889,470,780.64,0.6
2011,E33025890,432,604.58,0.7
2011,E33025891,462,985.98,0.5
2011,E33025892,338,272.07,1.2
2011,E33025893,246,404.58,0.6
2011,E33025894,285,2389.93,0.1
2011,E33025895,355,1767.38,0.2
2011,E33023659,351,922.54,0.4
2011,E33023660,344,884.88,0.4
2011,E33025896,347,74.27,4.7
2011,E33025897,409,75.09,5.4
2011,E33025898,539,74.64,7.2
2011,E33025899,509,2121.61,0.2
2011,E33025900,294,30.69,9.6
2011,E33025901,407,2053.93,0.2
2011,E33025902,719,626.58,1.1
2011,E33023656,337,268.77,1.3
2011,E33023657,1801,142.54,12.6
2011,E33025903,269,115.51,2.3
2011,E33025904,373,2575.09,0.1
2011,E33025905,263,2000.86,0.1
2011,E33025906,400,723.55,0.6
2011,E33025907,281,551.62,0.5
2011,E33025908,239,536.47,0.4
2011,E33023646,266,1415.5,0.2
2011,E33025909,313,232.53,1.3
2011,E33025910,427,67.98,6.3
2011,E33025911,372,47.45,7.8
2011,E33025912,316,799.54,0.4
2011,E33025913,270,1910.04,0.1
2011,E33025914,318,2438.44,0.1
2011,E33025915,622,1881.67,0.3
2011,E33025916,320,157.61,2
2011,E33025917,372,2012.15,0.2
2011,E33025918,265,35.27,7.5
2011,E33028758,280,2531.65,0.1
2011,E33028759,270,918.07,0.3
2011,E33028760,416,2102.2,0.2
2011,E33028761,376,1021.32,0.4
2011,E33028762,493,1102.2,0.4
2011,E33025919,462,3716.38,0.1
2011,E33025920,322,1063.65,0.3
2011,E33025921,400,323.23,1.2
2011,E33023662,675,28.4,23.8
2011,E33023663,891,6.03,147.8
2011,E33025922,355,57.54,6.2
2011,E33025923,376,54.32,6.9
2011,E33025924,454,61.78,7.3
2011,E33025925,563,50.49,11.2
2011,E33023670,214,0.86,248.8
2011,E33023671,217,2.67,81.3
2011,E33023672,209,1.86,112.4
2011,E33023673,623,2.89,215.6
2011,E33023674,760,8.69,87.5
2011,E33023675,228,7.08,32.2
2011,E33024957,260,13.09,19.9
2011,E33024958,239,20.03,11.9
2011,E33024959,356,287.15,1.2
2011,E33024960,370,22.22,16.7
2011,E33024961,1841,20.03,91.9
2011,E33025926,577,46.18,12.5
2011,E33025927,475,92.56,5.1
2011,E33025928,277,7.12,38.9
2011,E33025929,573,43.06,13.3
2011,E33025930,410,14.15,29
2011,E33025931,728,90.15,8.1
2011,E33025932,376,40.36,9.3
2011,E33025933,813,30.15,27
2011,E33025934,402,38.39,10.5
2011,E33025935,376,93.14,4
2011,E33025936,294,728.13,0.4
2011,E33025937,279,794.56,0.4
2011,E33025938,375,442.8,0.8
2011,E33025939,441,2348.33,0.2
2011,E33025940,401,1491.25,0.3
2011,E33025941,429,7435.69,0.1
2011,E33025942,479,2217.62,0.2
2011,E33023664,869,27.11,32.1
2011,E33023665,1247,109.92,11.3
2011,E33023666,546,203.82,2.7
2011,E33023667,386,74.93,5.2
2011,E33025943,372,23.57,15.8
2011,E33025944,538,69.05,7.8
2011,E33025945,281,2275.24,0.1
2011,E33025946,408,64.95,6.3
2011,E33025947,646,29.92,21.6
2011,E33025948,335,61.3,5.5
2011,E33023676,703,307.12,2.3
2011,E33023677,472,10.33,45.7
2011,E33025949,304,70.18,4.3
2011,E33025950,463,181,2.6
2011,E33025951,312,256.8,1.2
2011,E33025952,371,99.77,3.7
2011,E33025953,259,133.32,1.9
2011,E33025954,300,20.58,14.6
2011,E33025955,378,43.45,8.7
2011,E33025956,302,54.47,5.5
2011,E33025957,259,1379.07,0.2
2011,E33025958,671,50.07,13.4
2011,E33023661,444,2782.47,0.2
2011,E33025959,353,1349.05,0.3
2011,E33025960,469,1319.84,0.4
2011,E33025961,521,612.44,0.9
2011,E33025962,354,3198.87,0.1
2011,E33023668,300,12.46,24.1
2011,E33023669,337,2916.58,0.1
2011,E33025963,506,28.68,17.6
2011,E33025964,339,24.96,13.6
2011,E33025965,480,201.73,2.4
2011,E33025966,291,62.87,4.6
2011,E33025967,298,73.66,4
2011,E33025968,284,159.78,1.8
2011,E33025969,468,3530.45,0.1
2011,E33025970,351,679.58,0.5
2011,E33025971,308,1816.03,0.2
2011,E33025972,463,2509.57,0.2
2011,E33025973,505,35.05,14.4
2011,E33025974,479,1495.61,0.3
2011,E33025975,386,27.18,14.2
2011,E33025976,469,95.98,4.9
2011,E33025977,481,3582.22,0.1
2011,E33025978,512,40.09,12.8
2011,E33025979,816,841.82,1
2011,E33025096,299,61.42,4.9
2011,E33025980,466,23.29,20
2011,E33025981,345,141.92,2.4
2011,E33025982,408,24.21,16.9
2011,E33025983,343,59.02,5.8
2011,E33025984,364,32.66,11.1
2011,E33025985,269,57.16,4.7
2011,E33025986,389,2775.42,0.1
2011,E33025987,283,101.21,2.8
2011,E33025988,293,939.69,0.3
2011,E33025989,503,2149.87,0.2
2011,E33025990,650,1965.52,0.3
2011,E33025991,446,3032.68,0.1
2011,E33025992,263,2298.91,0.1
2011,E33025993,249,1793.06,0.1
2011,E33025994,281,14.12,19.9
2011,E33025995,393,231.43,1.7
2011,E33025996,458,75.43,6.1
2011,E33025997,286,1845.38,0.2
2011,E33025998,391,22.4,17.5
2011,E33025999,307,157.98,1.9
2011,E33026000,506,41.97,12.1
2011,E33026001,294,4085.37,0.1
2011,E33026002,335,2640.12,0.1
2011,E33026003,323,190.62,1.7
2011,E33026004,432,1829.2,0.2
2011,E33026005,400,1571.57,0.3
2011,E33026006,334,425.7,0.8
2011,E33026007,348,2959.26,0.1
2011,E33026008,286,43.02,6.6
2011,E33023724,252,1555.42,0.2
2011,E33026009,289,461.91,0.6
2011,E33026010,326,2291.65,0.1
2011,E33026011,479,907.11,0.5
2011,E33026012,420,69.19,6.1
2011,E33026013,408,2668.33,0.2
2011,E33026014,306,5124.31,0.1
2011,E33026015,1374,117.12,11.7
2011,E33023679,553,403.24,1.4
2011,E33023680,717,471.04,1.5
2011,E33026016,321,305.21,1.1
2011,E33026017,364,232.97,1.6
2011,E33026018,331,935.95,0.4
2011,E33026019,329,220.17,1.5
2011,E33023684,256,5.18,49.4
2011,E33023685,375,11.63,32.2
2011,E33023686,360,6.17,58.3
2011,E33023687,310,17.97,17.3
2011,E33023688,897,11.68,76.8
2011,E33026020,516,28.53,18.1
2011,E33026021,677,174.28,3.9
2011,E33026022,373,58.17,6.4
2011,E33026023,627,32.63,19.2
2011,E33026024,508,115.72,4.4
2011,E33026025,473,64.15,7.4
2011,E33023678,774,214.17,3.6
2011,E33025091,884,17.36,50.9
2011,E33025092,198,2.44,81.1
2011,E33025093,487,1.78,273.6
2011,E33025094,240,14.48,16.6
2011,E33025095,289,9.72,29.7
2011,E33026026,696,501,1.4
2011,E33026027,287,277.62,1
2011,E33026028,368,701.28,0.5
2011,E33026029,1018,672.88,1.5
2011,E33026030,281,773.67,0.4
2011,E33026031,849,1035.35,0.8
2011,E33026032,242,55.98,4.3
2011,E33026033,465,708.92,0.7
2011,E33026034,346,282.21,1.2
2011,E33026035,1012,16.07,63
2011,E33026036,773,220.28,3.5
2011,E33026037,326,112.21,2.9
2011,E33026038,1003,22.26,45.1
2011,E33026039,392,118.05,3.3
2011,E33026040,272,30.84,8.8
2011,E33023689,262,3.08,85.1
2011,E33023690,590,3.44,171.5
2011,E33023691,593,4.18,141.9
2011,E33023692,394,1.35,291.9
2011,E33023693,297,2.88,103.1
2011,E33023694,212,7.57,28
2011,E33023695,617,7.21,85.6
2011,E33023696,408,22.57,18.1
2011,E33023697,566,19.43,29.1
2011,E33023698,230,5.04,45.6
2011,E33023699,235,3.28,71.6
2011,E33023700,264,12.87,20.5
2011,E33023701,244,10.69,22.8
2011,E33025088,241,9.26,26
2011,E33025089,521,9.2,56.6
2011,E33025090,424,8.26,51.3
2011,E33025097,885,19.67,45
2011,E33025098,2741,67.21,40.8
2011,E33025099,201,1.87,107.5
2011,E33025100,599,1.63,367.5
2011,E33025101,488,5.2,93.8
2011,E33025102,231,1.62,142.6
2011,E33026041,651,28.27,23
2011,E33026042,265,22.07,12
2011,E33026043,272,33.69,8.1
2011,E33026044,353,63.02,5.6
2011,E33026045,397,91.3,4.3
2011,E33023703,228,0.85,268.2
2011,E33023704,287,4.22,68
2011,E33023705,260,3.74,69.5
2011,E33023706,237,4.04,58.7
2011,E33023707,213,3.78,56.3
2011,E33023708,238,1.19,200
2011,E33023709,387,8.29,46.7
2011,E33023710,339,6.59,51.4
2011,E33023711,756,193.02,3.9
2011,E33026046,420,82.16,5.1
2011,E33026047,295,47.63,6.2
2011,E33026048,250,29.16,8.6
2011,E33026049,421,36.22,11.6
2011,E33023682,434,1274.09,0.3
2011,E33023683,586,390.66,1.5
2011,E33026050,403,41,9.8
2011,E33026051,304,50.07,6.1
2011,E33026052,395,85.5,4.6
2011,E33026053,334,142.81,2.3
2011,E33023681,1641,1149.89,1.4
2011,E33023702,417,50.33,8.3
2011,E33026054,237,4039,0.1
2011,E33026055,468,2526.03,0.2
2011,E33026056,290,4174.12,0.1
2011,E33026057,246,1563.71,0.2
2011,E33026058,283,1291.18,0.2
2011,E33026059,395,110.13,3.6
2011,E33026060,307,1635.49,0.2
2011,E33026061,311,235.59,1.3
2011,E33026062,277,286.6,1
2011,E33026063,398,220.74,1.8
2011,E33026064,307,341.36,0.9
2011,E33026065,327,1407.63,0.2
2011,E33026066,400,400.65,1
2011,E33026067,537,1048.19,0.5
2011,E33026068,300,2541.73,0.1
2011,E33026069,322,106.21,3
2011,E33026070,1127,391.75,2.9
2011,E33026071,382,402.99,0.9
2011,E33026072,335,1323.2,0.3
2011,E33026073,714,1374.45,0.5
2011,E33026074,292,1720.52,0.2
2011,E33026075,295,288.08,1
2011,E33026076,317,2075.25,0.2
2011,E33026077,308,171.22,1.8
2011,E33026078,228,2115.38,0.1
2011,E33023718,206,1.46,141.1
2011,E33023719,439,1.55,283.2
2011,E33023720,246,4.29,57.3
2011,E33023721,221,1.39,159
2011,E33023722,259,2.27,114.1
2011,E33023723,219,1.09,200.9
2011,E33026079,331,105.25,3.1
2011,E33026080,358,79.09,4.5
2011,E33026081,272,87.1,3.1
2011,E33026082,423,27.89,15.2
2011,E33026083,525,16.6,31.6
2011,E33026084,294,65.69,4.5
2011,E33026085,406,50.92,8
2011,E33026086,303,109.19,2.8
2011,E33026087,282,29.12,9.7
2011,E33023717,756,26.39,28.6
2011,E33026088,732,51.47,14.2
2011,E33026089,284,58.87,4.8
2011,E33026090,320,38.63,8.3
2011,E33026091,483,77.56,6.2
2011,E33026092,349,20.71,16.9
2011,E33026093,307,23.67,13
2011,E33023712,894,10.33,86.5
2011,E33023713,399,14.04,28.4
2011,E33023714,101,8.04,12.6
2011,E33023715,1089,35.78,30.4
2011,E33023716,545,8.08,67.5
2011,E33026094,334,55.06,6.1
2011,E33026095,247,42.79,5.8
2011,E33026096,315,34.32,9.2
2011,E33023761,304,1298.89,0.2
2011,E33026097,288,47.01,6.1
2011,E33026098,426,208.94,2
2011,E33026099,359,53.56,6.7
2011,E33026100,297,1781.54,0.2
2011,E33026101,272,497.67,0.5
2011,E33026102,492,1951.77,0.3
2011,E33026103,362,37.67,9.6
2011,E33026104,644,194.6,3.3
2011,E33026105,422,799.21,0.5
2011,E33023750,280,735.36,0.4
2011,E33023751,675,614.3,1.1
2011,E33026106,285,70.3,4.1
2011,E33026107,274,535.98,0.5
2011,E33026108,469,191.29,2.5
2011,E33026109,291,349.44,0.8
2011,E33026110,490,872.45,0.6
2011,E33026111,283,252.14,1.1
2011,E33023758,668,687.12,1
2011,E33023759,804,51.49,15.6
2011,E33023760,1136,28.94,39.3
2011,E33026112,298,2028.99,0.1
2011,E33026113,566,438.72,1.3
2011,E33026114,423,24.76,17.1
2011,E33023725,865,19.3,44.8
2011,E33023726,1187,21.78,54.5
2011,E33026115,332,79.24,4.2
2011,E33026116,377,858.81,0.4
2011,E33026117,212,1500.7,0.1
2011,E33023732,1469,144.31,10.2
2011,E33023733,753,16.99,44.3
2011,E33023734,655,160.07,4.1
2011,E33026118,566,224.2,2.5
2011,E33026119,415,649.3,0.6
2011,E33026120,448,171.16,2.6
2011,E33026121,421,82.12,5.1
2011,E33023737,400,8.71,45.9
2011,E33023738,1181,14.38,82.1
2011,E33023739,510,8.36,61
2011,E33023740,666,146,4.6
2011,E33023741,381,3.36,113.4
2011,E33023742,372,2.95,126.1
2011,E33023743,292,11.34,25.7
2011,E33023744,773,6.5,118.9
2011,E33023745,1185,13.68,86.6
2011,E33023746,434,11.85,36.6
2011,E33023747,273,15.24,17.9
2011,E33023756,2429,495.09,4.9
2011,E33023757,313,765.59,0.4
2011,E33026122,340,169.44,2
2011,E33026123,317,27.23,11.6
2011,E33026124,473,849.07,0.6
2011,E33026125,261,281.31,0.9
2011,E33026126,287,724.47,0.4
2011,E33026127,393,90.31,4.4
2011,E33026128,421,477.83,0.9
2011,E33026129,393,148.92,2.6
2011,E33026130,244,811.23,0.3
2011,E33026131,382,922.08,0.4
2011,E33026132,671,890.56,0.8
2011,E33026133,295,482.92,0.6
2011,E33026134,281,2165.76,0.1
2011,E33026135,393,840.73,0.5
2011,E33026136,270,61.67,4.4
2011,E33026137,507,454.93,1.1
2011,E33023728,325,120.09,2.7
2011,E33023729,763,154.64,4.9
2011,E33023730,772,15.36,50.3
2011,E33026138,239,1084.11,0.2
2011,E33026139,551,293.19,1.9
2011,E33026140,276,111.48,2.5
2011,E33026141,280,2201.56,0.1
2011,E33026142,1054,171.67,6.1
2011,E33026143,323,451.01,0.7
2011,E33026144,442,58.38,7.6
2011,E33026145,286,297.7,1
2011,E33026146,284,27.64,10.3
2011,E33026147,306,70.06,4.4
2011,E33026148,339,146.54,2.3
2011,E33026149,226,50.52,4.5
2011,E33026150,220,929.12,0.2
2011,E33026151,449,1743.53,0.3
2011,E33026152,472,69.86,6.8
2011,E33026153,285,268.25,1.1
2011,E33026154,460,1740.74,0.3
2011,E33026155,262,1593.92,0.2
2011,E33026156,349,2694.14,0.1
2011,E33023731,641,131.6,4.9
2011,E33026157,347,950.15,0.4
2011,E33026158,348,501.79,0.7
2011,E33026159,327,1195.05,0.3
2011,E33026160,247,666.47,0.4
2011,E33026161,240,311.55,0.8
2011,E33023748,665,17.56,37.9
2011,E33023749,735,287.51,2.6
2011,E33026162,314,231.42,1.4
2011,E33026163,363,54.31,6.7
2011,E33026164,462,112.19,4.1
2011,E33026165,567,68.43,8.3
2011,E33023735,387,404.92,1
2011,E33026166,354,1734.09,0.2
2011,E33026167,317,3719.68,0.1
2011,E33026168,276,1693.56,0.2
2011,E33026169,304,784.76,0.4
2011,E33026170,293,1443.21,0.2
2011,E33026171,247,2200.02,0.1
2011,E33026172,538,92.53,5.8
2011,E33026173,464,93.87,4.9
2011,E33023727,768,1052.92,0.7
2011,E33023752,310,16.91,18.3
2011,E33023753,1203,19.63,61.3
2011,E33023754,1526,635.47,2.4
2011,E33023755,440,60.47,7.3
2011,E33026174,279,883.96,0.3
2011,E33026175,1043,1458.08,0.7
2011,E33026176,752,164.25,4.6
2011,E33026177,578,277.41,2.1
2011,E33026178,227,1067.25,0.2
2011,E33026179,248,36.18,6.9
2011,E33026180,369,226.78,1.6
2011,E33026181,242,1080.41,0.2
2011,E33026182,461,604.24,0.8
2011,E33023736,803,40.77,19.7
2011,E33026183,607,1570.7,0.4
2011,E33026184,483,371.53,1.3
2011,E33026185,421,532.19,0.8
2011,E33026186,326,119.01,2.7
2011,E33026187,589,83.32,7.1
2011,E33026188,523,622.08,0.8
2011,E33026189,303,57.78,5.2
2011,E33026190,376,3013.81,0.1
2011,E33026191,250,1651.26,0.2
2011,E33026192,291,1349.51,0.2
2011,E33026193,853,281.81,3
2011,E33026194,407,256.7,1.6
2011,E33026195,372,2138.82,0.2
2011,E33026196,276,1167.69,0.2
2011,E33026197,685,703.79,1
2011,E33024962,361,16.21,22.3
2011,E33024965,639,23.33,27.4
2011,E33028773,701,66.44,10.6
2011,E33028774,345,292.14,1.2
2011,E33028775,303,29.45,10.3
2011,E33028776,900,213.45,4.2
2011,E33024963,1187,7.71,154
2011,E33024964,852,215.78,3.9
2011,E33028777,241,1016.83,0.2
2011,E33028778,332,2240.22,0.1
2011,E33028779,255,244.44,1
2011,E33028780,241,1273.54,0.2
2011,E33028781,250,1218.41,0.2
2011,E33028782,348,2052.78,0.2
2011,E33028783,383,137.45,2.8
2011,E33026198,397,218.82,1.8
2011,E33026199,868,67.6,12.8
2011,E33023766,433,3.84,112.8
2011,E33023767,307,7.48,41
2011,E33026200,390,39.91,9.8
2011,E33026201,569,221.56,2.6
2011,E33026202,368,127.32,2.9
2011,E33023762,401,5.02,79.9
2011,E33023763,321,0.72,445.8
2011,E33023764,136,1.43,95.1
2011,E33023765,329,1.43,230.1
2011,E33023768,385,3.94,97.7
2011,E33023769,742,4.34,171
2011,E33023770,270,7.19,37.6
2011,E33026203,340,73.79,4.6
2011,E33026204,274,42.37,6.5
2011,E33026205,563,186.1,3
2011,E33026206,697,83.82,8.3
2011,E33026207,417,25.05,16.6
2011,E33026208,524,322.27,1.6
2011,E33026209,345,61.24,5.6
2011,E33026210,857,17.21,49.8
2011,E33026211,334,23.36,14.3
2011,E33026212,405,86.33,4.7
2011,E33026213,291,39.4,7.4
2011,E33026214,284,38.86,7.3
2011,E33026215,446,30.7,14.5
2011,E33026216,388,46.47,8.3
2011,E33026217,280,331.44,0.8
2011,E33026218,301,35.02,8.6
2011,E33026219,575,66.53,8.6
2011,E33026220,308,351.05,0.9
2011,E33023836,212,8.99,23.6
2011,E33023837,532,6.86,77.6
2011,E33023838,127,4.95,25.7
2011,E33023839,141,3.64,38.7
2011,E33023840,762,16.19,47.1
2011,E33023841,797,14.9,53.5
2011,E33026221,348,62.17,5.6
2011,E33026222,560,71.12,7.9
2011,E33026223,466,143.69,3.2
2011,E33023833,292,2.81,103.9
2011,E33023834,325,4.92,66.1
2011,E33023835,363,9.03,40.2
2011,E33023842,303,310.9,1
2011,E33026224,467,66.06,7.1
2011,E33026225,451,67.88,6.6
2011,E33026226,634,420.36,1.5
2011,E33026227,336,207.49,1.6
2011,E33026228,511,517.34,1
2011,E33026229,375,957.67,0.4
2011,E33026230,321,33.58,9.6
2011,E33026231,368,125.43,2.9
2011,E33026232,440,27.5,16
2011,E33026233,1349,63.01,21.4
2011,E33026234,328,181.83,1.8
2011,E33023806,296,40.7,7.3
2011,E33023807,690,24.27,28.4
2011,E33023808,271,17.86,15.2
2011,E33023809,330,3.69,89.4
2011,E33023810,421,23.17,18.2
2011,E33023811,578,27.78,20.8
2011,E33023812,528,12.31,42.9
2011,E33023813,374,16.21,23.1
2011,E33023814,476,8.98,53
2011,E33023815,251,5.48,45.8
2011,E33023816,288,5.68,50.7
2011,E33023817,399,5.95,67.1
2011,E33026235,438,146.58,3
2011,E33026236,430,337.85,1.3
2011,E33026237,261,539.6,0.5
2011,E33026238,332,38.36,8.7
2011,E33023771,783,3.52,222.4
2011,E33023772,485,12.62,38.4
2011,E33023773,167,3.39,49.3
2011,E33023774,342,8.24,41.5
2011,E33023775,405,10.26,39.5
2011,E33023776,1946,12.29,158.3
2011,E33023777,385,16.94,22.7
2011,E33023778,346,3.78,91.5
2011,E33023779,218,4.09,53.3
2011,E33023780,917,48.37,19
2011,E33023781,218,3.1,70.3
2011,E33023782,431,10.99,39.2
2011,E33026239,1059,78.57,13.5
2011,E33026240,303,30.24,10
2011,E33026241,655,31.19,21
2011,E33026242,347,48.92,7.1
2011,E33026243,576,95.4,6
2011,E33026244,548,43.81,12.5
2011,E33023794,3112,62.38,49.9
2011,E33023795,278,17.25,16.1
2011,E33023796,666,17.3,38.5
2011,E33023797,426,64.83,6.6
2011,E33023798,286,101.54,2.8
2011,E33023799,710,10.35,68.6
2011,E33023800,663,5.94,111.6
2011,E33023801,310,17.1,18.1
2011,E33023802,509,11.69,43.5
2011,E33023803,261,7.48,34.9
2011,E33026245,370,81.38,4.5
2011,E33026246,371,60,6.2
2011,E33026247,800,26.06,30.7
2011,E33023783,346,11.15,31
2011,E33023784,1133,13.15,86.2
2011,E33023785,1009,16.39,61.6
2011,E33023786,463,12.54,36.9
2011,E33023787,642,18.09,35.5
2011,E33023788,596,10.53,56.6
2011,E33023789,540,19.89,27.1
2011,E33023790,464,5.75,80.7
2011,E33023791,772,7.87,98.1
2011,E33023792,362,5.06,71.5
2011,E33023793,1547,47.35,32.7
2011,E33023819,562,6.55,85.8
2011,E33023820,431,0.57,756.1
2011,E33023821,199,7.38,27
2011,E33023822,219,1.14,192.1
2011,E33023823,1185,2.98,397.7
2011,E33023824,1135,4.61,246.2
2011,E33023825,258,0.98,263.3
2011,E33023826,845,1.78,474.7
2011,E33023827,226,4.04,55.9
2011,E33023828,186,0.53,350.9
2011,E33023829,384,1.31,293.1
2011,E33023830,282,1.41,200
2011,E33023831,383,2.38,160.9
2011,E33023832,351,1.92,182.8
2011,E33026248,355,23.32,15.2
2011,E33026249,335,38.17,8.8
2011,E33026250,385,65.49,5.9
2011,E33026251,711,62.8,11.3
2011,E33026252,669,73.03,9.2
2011,E33026253,701,94.02,7.5
2011,E33026254,628,111.67,5.6
2011,E33023818,875,11.14,78.5
2011,E33026255,267,65.11,4.1
2011,E33026256,331,70.84,4.7
2011,E33026257,793,53.1,14.9
2011,E33026258,428,62.85,6.8
2011,E33026259,348,37.25,9.3
2011,E33026260,367,26.99,13.6
2011,E33023804,430,14.81,29
2011,E33023805,4988,32.27,154.6
2011,E33026261,322,157.84,2
2011,E33026262,508,45.36,11.2
2011,E33026263,348,47.99,7.3
2011,E33026264,506,63.09,8
2011,E33026265,381,22.39,17
2011,E33026266,393,64.05,6.1
2011,E33026267,338,308.16,1.1
2011,E33026268,258,100.66,2.6
2011,E33026269,447,56.83,7.9
2011,E33026270,344,54.75,6.3
2011,E33026271,491,267.59,1.8
2011,E33026272,439,38.72,11.3
2011,E33026273,857,39.35,21.8
2011,E33026274,430,584.07,0.7
2011,E33023855,159,397.93,0.4
2011,E33026275,485,3705.02,0.1
2011,E33026276,301,132,2.3
2011,E33026277,466,3360.43,0.1
2011,E33026278,260,910.47,0.3
2011,E33026279,327,155.54,2.1
2011,E33026280,257,1307.8,0.2
2011,E33026281,302,3413.57,0.1
2011,E33026282,383,2164.9,0.2
2011,E33026283,297,2702.61,0.1
2011,E33026284,274,2313.34,0.1
2011,E33026285,274,2284.62,0.1
2011,E33026286,491,68.69,7.1
2011,E33026287,506,1960.01,0.3
2011,E33026288,269,148.45,1.8
2011,E33026289,388,149.47,2.6
2011,E33026290,391,1869.99,0.2
2011,E33023858,630,9.4,67
2011,E33026291,445,68.51,6.5
2011,E33026292,285,44.34,6.4
2011,E33026293,633,33.11,19.1
2011,E33026294,291,39.3,7.4
2011,E33026295,469,37.74,12.4
2011,E33026296,253,1132.21,0.2
2011,E33026297,847,3198.29,0.3
2011,E33026298,367,1606.5,0.2
2011,E33026299,476,1411.39,0.3
2011,E33026300,334,153.37,2.2
2011,E33026301,426,1709.29,0.2
2011,E33026302,418,136.31,3.1
2011,E33026303,856,1028.31,0.8
2011,E33026304,370,50.06,7.4
2011,E33026305,242,81.34,3
2011,E33026306,445,121.93,3.6
2011,E33026307,362,1497.36,0.2
2011,E33026308,606,91.83,6.6
2011,E33026309,504,61.52,8.2
2011,E33023857,224,219.77,1
2011,E33026310,251,963.15,0.3
2011,E33026311,412,115.61,3.6
2011,E33026312,248,276.01,0.9
2011,E33026313,373,48.08,7.8
2011,E33026314,315,73.55,4.3
2011,E33026315,398,690.05,0.6
2011,E33026316,265,336.7,0.8
2011,E33023844,708,14.77,47.9
2011,E33025138,720,9.81,73.4
2011,E33025139,451,19.89,22.7
